,link,address,price,minimun_rent_range,movein,moveout,bedroom,bathroom,furnishied,amenity,listingtype,postedby,kind,renew,broker,borough1,borough2,coordinates
5900,https://www.leasebreak.com/short-term-rental-details/153694/555-west-23rd-street,"555 West 23rd Street, S4P",3100,12 MONTH MIN,"Jul 15, 2019","Jul 14, 2020",Studio,1,Unfurnished Only,"['Doorman', 'Elevator', 'Pet Friendly', 'High-rise']",Standard 12 Month Rental,Agent/Broker [Douglas Elliman],"Jacqueline Ma, (917) 887-XXXXClick to view",,Condo,Chelsea / Hudson Yards, Manhattan,"{'lat': 40.748696, 'lng': -74.006062}"
5901,https://www.leasebreak.com/short-term-rental-details/154718/101-west-131st-street,"101 West 131st Street, 6",3100,12 MONTH MIN,Immediate,"Jul 02, 2020",3,1,Unfurnished Only,"['Pet Friendly', 'Walk-up']",Standard 12 Month Rental,Agent/Broker [Bond New York],"Thomas Smith, (917) 684-XXXXClick to view",,Rental building,Central Harlem, Manhattan,"{'lat': 40.8118617, 'lng': -73.9430888}"
5902,https://www.leasebreak.com/short-term-rental-details/134497/116-john-street,"116 John Street, 1708",3100,8 MONTH MIN,Immediate,"Mar 03, 2020",1,1,Unfurnished Only,"['Doorman', 'Elevator', 'Pet Friendly', 'Gym']",Short Term Rental,Agent/Broker [New York Living Solutions],,Rental building,Probably. Please confirm.,Financial District, Manhattan,"{'lat': 40.7074594, 'lng': -74.0058924}"
5903,https://www.leasebreak.com/short-term-rental-details/81507/532-west-111th-street,"532 West 111th Street, 33",3100,12 MONTH MIN,Immediate,"Jul 01, 2020",1,1,Unfurnished Only,['Elevator'],Standard 12 Month Rental,Agent/Broker [Compass],"Sharon Lederman-lubash, (516) 650-XXXXClick to view","Carly Kammerer, (518) 275-XXXXClick to view",,Morningside Heights, Manhattan,"{'lat': 40.8042657, 'lng': -73.9655092}"
5904,https://www.leasebreak.com/short-term-rental-details/154218/244-west-72nd-street,244 West 72nd Street,3100,9 MONTH MIN,"Aug 01, 2019","May 01, 2020",1,1,Any,"['Exceptional Light', 'Elevator', 'Pet Friendly']",Lease Assignment,Tenant/Renter ,,Rental building,Not Sure,Upper West Side, Manhattan,"{'lat': 40.779173, 'lng': -73.9836687}"
5905,https://www.leasebreak.com/short-term-rental-details/9581/335-east-33rd-street,335 East 33rd Street,3100,2 MONTH MIN,Immediate,"Sep 01, 2019",1,1,Furnished Only,"['Renovated', 'Elevator', 'Pet Friendly']",Short Term Rental,Professional Landlord ,Rental building,Yes,The poster of this listing is NOT charging a brokerage fee.,Murray Hill / Kips Bay, Manhattan,"{'lat': 40.743696, 'lng': -73.97478799999999}"
5906,https://www.leasebreak.com/short-term-rental-details/153710/176-west-houston-street,"176 West Houston Street, 28",3100,12 MONTH MIN,Immediate,"Jul 02, 2020",2,1,Unfurnished Only,['Walk-up'],Standard 12 Month Rental,Agent/Broker [Bold New York],,Rental building,Probably. Please confirm.,West Village / Meatpacking District, Manhattan,"{'lat': 40.728819, 'lng': -74.002985}"
5907,https://www.leasebreak.com/short-term-rental-details/150646/229-west-20th-street,"229 West 20th Street, 2A",3100,12 MONTH MIN,Immediate,"Jul 02, 2020",1,1,Unfurnished Only,"['Pet Friendly', 'Walk-up']",Standard 12 Month Rental,Agent/Broker [Preston Properties],550,,Rental building,Chelsea / Hudson Yards, Manhattan,"{'lat': 40.75305110000001, 'lng': -73.99091020000002}"
5908,https://www.leasebreak.com/short-term-rental-details/151173/420-east-13th-street,"420 East 13th Street, WSF",3100,1 MONTH MIN,"Aug 01, 2019","Aug 31, 2019",1,1,Furnished Only,[],Short Term Rental,Agent/Broker [New York Habitat],Rental building,Not Sure,The poster of this listing is charging a brokerage fee.,East Village, Manhattan,"{'lat': 40.7300857, 'lng': -73.9822962}"
5909,https://www.leasebreak.com/short-term-rental-details/155018/363-west-19th-street,"363 West 19th Street, BF",3100,12 MONTH MIN,"Aug 01, 2019","Jul 31, 2020",Studio,1,Furnished Only,['Walk-up'],Standard 12 Month Rental,Agent/Broker [Douglas Elliman],"Alexander Boriskin, (347) 260-XXXXClick to view",,Condop,Chelsea / Hudson Yards, Manhattan,"{'lat': 40.7439656, 'lng': -74.0025296}"
5910,https://www.leasebreak.com/short-term-rental-details/153484/340-east-93rd-street,"340 East 93rd Street, 16B",3100,12 MONTH MIN,Immediate,"Jul 02, 2020",1,1,Unfurnished Only,"['Doorman', 'Elevator', 'Pet Friendly', 'Gym']",Standard 12 Month Rental,Agent/Broker [Mdrn Residential],,Coop,Probably. Please confirm.,Upper East Side, Manhattan,"{'lat': 40.781007, 'lng': -73.94677399999999}"
5911,https://www.leasebreak.com/short-term-rental-details/152980/242-east-3rd-street,"242 East 3rd Street, 13",3100,12 MONTH MIN,"Aug 08, 2019","Aug 07, 2020",2,1,Unfurnished Only,"['Elevator', 'High-rise']",Standard 12 Month Rental,Agent/Broker [Corcoran Group],,Condo,Probably. Please confirm.,East Village, Manhattan,"{'lat': 40.7218239, 'lng': -73.9815583}"
5912,https://www.leasebreak.com/short-term-rental-details/154005/502-9th-avenue,"502 9th Avenue, 3A",3100,12 MONTH MIN,"Aug 07, 2019","Aug 06, 2020",1,1,Unfurnished Only,"['Private Outdoor Space', 'Pet Friendly', 'Elevator', 'High-rise']",Standard 12 Month Rental,Agent/Broker [Douglas Elliman],"Zachary Stackell, (917) 268-XXXXClick to view",550,,Midtown West, Manhattan,"{'lat': 40.7559371, 'lng': -73.9941049}"
5913,https://www.leasebreak.com/short-term-rental-details/142750/785-west-end-avenue,"785 West End Avenue, 10-D",3100,12 MONTH MIN,Immediate,"Jul 02, 2020",1,1,Unfurnished Only,"['Elevator', 'Doorman', 'High-rise']",Standard 12 Month Rental,Agent/Broker [Citi Habitats],,Condo,Probably. Please confirm.,Upper West Side, Manhattan,"{'lat': 40.7968542, 'lng': -73.97237369999999}"
5914,https://www.leasebreak.com/short-term-rental-details/154280/440-east-13th-street,"440 East 13th Street, A44",3100,12 MONTH MIN,Immediate,"Jul 02, 2020",1,1,Unfurnished Only,"['Washer / Dryer', 'Pet Friendly', 'Walk-up']",Standard 12 Month Rental,Agent/Broker [LG Fairmont],,Rental building,Probably. Please confirm.,East Village, Manhattan,"{'lat': 40.72979, 'lng': -73.98163199999999}"
5915,https://www.leasebreak.com/short-term-rental-details/155049/219-ave-a,"219 Ave A, 2-R",3100,12 MONTH MIN,Immediate,"Jul 02, 2020",2,1,Unfurnished Only,"['Elevator', 'High-rise']",Standard 12 Month Rental,Agent/Broker [Citi Habitats],"Lucy Gallucci, (917) 238-XXXXClick to view","Lina Torres, (212) 683-XXXXClick to view",750,East Village, Manhattan,"{'lat': 40.7301794, 'lng': -73.980822}"
5916,https://www.leasebreak.com/short-term-rental-details/150708/225-rector-place,"225 Rector Place, 4-F",3100,12 MONTH MIN,Immediate,"Jul 02, 2020",Studio,1,Unfurnished Only,"['Doorman', 'Elevator', 'Gym', 'High-rise']",Standard 12 Month Rental,Agent/Broker [Compass],"Jason Perkal, (917) 974-XXXXClick to view",,Condo,Battery Park City, Manhattan,"{'lat': 40.7093441, 'lng': -74.016035}"
5917,https://www.leasebreak.com/short-term-rental-details/141238/215-west-95th-street,"215 West 95th Street, 2F",3100,12 MONTH MIN,Immediate,"Jul 02, 2020",1,1,Unfurnished Only,"['Elevator', 'Doorman', 'High-rise']",Standard 12 Month Rental,Agent/Broker [Douglas Elliman],"Andre X. Rouach, (917) 216-XXXXClick to view",702,,Upper West Side, Manhattan,"{'lat': 40.7938919, 'lng': -73.9717149}"
5918,https://www.leasebreak.com/short-term-rental-details/133047/834-2nd-avenue,"834 2nd Avenue, 2R",3100,1 MONTH MIN,"Jul 30, 2019","Aug 29, 2019",Studio,1,Furnished Only,"['Renovated', 'Exceptional Light']",Short Term Rental,Agent/Broker [Stay Local NYC],Rental building,Yes,The poster of this listing is NOT charging a brokerage fee.,Midtown East, Manhattan,"{'lat': 40.7513289, 'lng': -73.9708011}"
