,link,address,price,minimun_rent_range,movein,moveout,bedroom,bathroom,furnishied,amenity,listingtype,postedby,kind,renew,broker,borough1,borough2,coordinates
2700,https://www.leasebreak.com/short-term-rental-details/67986/40-east-94th-street,"40 East 94th Street, 11-A",12000,12 MONTH MIN,Immediate,"Jul 01, 2020",3,3,Unfurnished Only,"['Doorman', 'Elevator', 'Pet Friendly', 'Gym', 'High-rise']",Standard 12 Month Rental,Agent/Broker [Compass],"Susan Shafton, (917) 679-XXXXClick to view",1822,,Upper East Side, Manhattan,"{'lat': 40.78561089999999, 'lng': -73.9548312}"
2701,https://www.leasebreak.com/short-term-rental-details/152484/421-hudson-street,"421 Hudson Street, 717",12000,12 MONTH MIN,"Jul 31, 2019","Jul 30, 2020",3,2,Any,"['Washer / Dryer', 'Doorman', 'Gym', 'Loft']",Standard 12 Month Rental,Agent/Broker [Compass],"Yuliya Zaynulina, (201) 334-XXXXClick to view","Nikolay Afanasyev, (646) 239-XXXXClick to view",,West Village / Meatpacking District, Manhattan,"{'lat': 40.7296088, 'lng': -74.0071675}"
2702,https://www.leasebreak.com/short-term-rental-details/149426/159-mercer-street,"159 Mercer Street, 3R",12000,12 MONTH MIN,Immediate,"Jul 02, 2020",2,1,Unfurnished Only,"['Washer / Dryer', 'Walk-up']",Standard 12 Month Rental,Agent/Broker [Douglas Elliman],,Condo,Probably. Please confirm.,Soho / Nolita, Manhattan,"{'lat': 40.7253345, 'lng': -73.99820199999999}"
2703,https://www.leasebreak.com/short-term-rental-details/150711/200-west-end-avenue,"200 West End Avenue, 22-B",12000,12 MONTH MIN,"Jul 16, 2019","Jul 15, 2020",3,2.5,Unfurnished Only,"['Washer / Dryer', 'Doorman', 'Elevator', 'Gym', 'High-rise']",Standard 12 Month Rental,Agent/Broker [Compass],1627,,Condo,Upper West Side, Manhattan,"{'lat': 40.778223, 'lng': -73.9853407}"
2704,https://www.leasebreak.com/short-term-rental-details/142818/641-5th-avenue,"641 5th Avenue, 27E",12000,12 MONTH MIN,Immediate,"Jul 02, 2020",2,2,Unfurnished Only,"['Elevator', 'Doorman', 'High-rise']",Standard 12 Month Rental,Agent/Broker [Douglas Elliman],1794,,Condo,Midtown West, Manhattan,"{'lat': 40.7591618, 'lng': -73.976385}"
2705,https://www.leasebreak.com/short-term-rental-details/153570/245-east-78th-street,"245 East 78th Street, 5A",12000,12 MONTH MIN,Immediate,"Jul 02, 2020",3,2.5,Unfurnished Only,"['Washer / Dryer', 'Doorman', 'Elevator', 'Pet Friendly', 'Gym']",Standard 12 Month Rental,Agent/Broker [Stribling & Associates],"Alexa Lambert, (917) 403-XXXXClick to view","Marc Achilles, (646) 286-XXXXClick to view",1515,Upper East Side, Manhattan,"{'lat': 40.7731381, 'lng': -73.95625629999999}"
2706,https://www.leasebreak.com/short-term-rental-details/153571/206-east-20th-street,"206 East 20th Street, 3",12000,2 MONTH MIN,"Jul 05, 2019","Sep 04, 2019",2,2,Furnished Only,"['Private Outdoor Space', 'Walk-up']",Short Term Rental,Agent/Broker [Bond New York],,Townhouse/house,Probably. Please confirm.,Gramercy Park, Manhattan,"{'lat': 40.7365925, 'lng': -73.9841548}"
2707,https://www.leasebreak.com/short-term-rental-details/154598/101-warren-street,"101 Warren Street, 1640",12000,12 MONTH MIN,Immediate,"Jul 02, 2020",2,2,Unfurnished Only,"['Doorman', 'Elevator', 'Pet Friendly', 'High-rise']",Standard 12 Month Rental,Agent/Broker [Douglas Elliman],1750,,Condo,Tribeca, Manhattan,"{'lat': 40.7160839, 'lng': -74.0125348}"
2708,https://www.leasebreak.com/short-term-rental-details/77548/80-riverside-boulevard,"80 Riverside Boulevard, 33-B",12000,12 MONTH MIN,Immediate,"Jul 01, 2020",3,3,Unfurnished Only,"['Washer / Dryer', 'Doorman', 'Elevator', 'Gym', 'High-rise']",Standard 12 Month Rental,Agent/Broker [Compass],"Iris Zhen, (646) 578-XXXXClick to view","Ashley Ware, (678) 713-XXXXClick to view",1740,Upper West Side, Manhattan,"{'lat': 40.7745385, 'lng': -73.9914616}"
2709,https://www.leasebreak.com/short-term-rental-details/130035/30-west-street,"30 West Street, 28-F",12000,12 MONTH MIN,Immediate,"Jul 02, 2020",3,3.5,Unfurnished Only,"['Private Outdoor Space', 'Washer / Dryer', 'Doorman', 'Elevator', 'Gym', 'High-rise']",Standard 12 Month Rental,Agent/Broker [DJK Residential],"Raba Belkadi, (917) 535-XXXXClick to view",2097,,Battery Park City, Manhattan,"{'lat': 40.7462901, 'lng': -73.98794250000002}"
2710,https://www.leasebreak.com/short-term-rental-details/147701/51-st-nicholas-avenue,"51 St Nicholas Avenue, 4A",12000,1 MONTH MIN,Immediate,"Aug 01, 2019",3,2,Furnished Only,"['Private Outdoor Space', 'Pet Friendly', 'Elevator']",Short Term Rental,Agent/Broker [Corcoran Group],,Condo,Probably. Please confirm.,West Harlem, Manhattan,"{'lat': 40.8004609, 'lng': -73.9528545}"
