,link,address,price,minimun_rent_range,movein,moveout,bedroom,bathroom,furnishied,amenity,listingtype,postedby,kind,renew,broker,borough1,borough2,coordinates
800,https://www.leasebreak.com/short-term-rental-details/134713/1328-fulton-street,"1328 Fulton Street, 604",3435,12 MONTH MIN,Immediate,"Jul 02, 2020",2,2,Unfurnished Only,"['Doorman', 'Elevator', 'Pet Friendly', 'Gym']",Standard 12 Month Rental,Agent/Broker [Corcoran Group],"Charlie Lewis, (212) 848-XXXXClick to view","Joann Ebanks, (917) 364-XXXXClick to view",1022,Bedford-Stuyvesant, Brooklyn,"{'lat': 40.680057, 'lng': -73.9478195}"
801,https://www.leasebreak.com/short-term-rental-details/146733/15-dunham-place,"15 Dunham Place, 14-J",3433,12 MONTH MIN,Immediate,"Jul 02, 2020",1,1,Unfurnished Only,"['Elevator', 'Doorman', 'High-rise']",Standard 12 Month Rental,Agent/Broker [Citi Habitats],,Condo,Probably. Please confirm.,Williamsburg, Brooklyn,"{'lat': 40.7113614, 'lng': -73.9678097}"
802,https://www.leasebreak.com/short-term-rental-details/153627/500-metropolitan-avenue,"500 Metropolitan Avenue, D011",3423,12 MONTH MIN,Immediate,"Jul 02, 2020",1,1,Unfurnished Only,"['Private Outdoor Space', 'Washer / Dryer', 'Pet Friendly', 'Elevator']",Standard 12 Month Rental,Agent/Broker [Bold New York],,Rental building,Probably. Please confirm.,Williamsburg, Brooklyn,"{'lat': 40.713831, 'lng': -73.952333}"
803,https://www.leasebreak.com/short-term-rental-details/147245/33-lincoln-road,"33 Lincoln Road, PH-9",3420,12 MONTH MIN,Immediate,"Jul 02, 2020",2,1,Unfurnished Only,"['Doorman', 'Elevator', 'Pet Friendly', 'Gym', 'High-rise']",Standard 12 Month Rental,Agent/Broker [Citi Habitats],"Danelle Davis, (570) 955-XXXXClick to view",,Rental building,Prospect Lefferts Gardens, Brooklyn,"{'lat': 40.6608536, 'lng': -73.9617081}"
804,https://www.leasebreak.com/short-term-rental-details/150498/66-rockwell-place,66 Rockwell Place,3405,2 MONTH MIN,Immediate,"Sep 05, 2019",1,1,Any,"['Renovated', 'Superb Views', 'Doorman', 'Elevator', 'Pet Friendly', 'Gym']",Sublease,Tenant/Renter ,,Rental building,Yes,Fort Greene, Brooklyn,"{'lat': 40.6880838, 'lng': -73.9794905}"
805,https://www.leasebreak.com/short-term-rental-details/145412/1020-park-place,"1020 Park Place, 4-B",3400,12 MONTH MIN,Immediate,"Jul 02, 2020",4,1,Unfurnished Only,"['Pet Friendly', 'Elevator', 'High-rise']",Standard 12 Month Rental,Agent/Broker [Citi Habitats],1000,,Condo,Crown Heights, Brooklyn,"{'lat': 40.672793, 'lng': -73.943696}"
806,https://www.leasebreak.com/short-term-rental-details/147719/439-7th-street,"439 7th Street, 1",3400,12 MONTH MIN,Immediate,"Jul 02, 2020",2,1,Unfurnished Only,"['Private Outdoor Space', 'Elevator', 'High-rise']",Standard 12 Month Rental,Agent/Broker [Corcoran Group],1200,,Condo,Park Slope, Brooklyn,"{'lat': 40.6688442, 'lng': -73.98163699999999}"
807,https://www.leasebreak.com/short-term-rental-details/138597/1068-carroll-street,"1068 Carroll Street, PARLOR FLOOR",3400,12 MONTH MIN,Immediate,"Jul 03, 2020",3,1,Unfurnished Only,['Walk-up'],Standard 12 Month Rental,Agent/Broker [Brick & Mortar],1500,,Rental building,Crown Heights, Brooklyn,"{'lat': 40.6672879, 'lng': -73.9553899}"
808,https://www.leasebreak.com/short-term-rental-details/149608/87-stagg-street,"87 Stagg Street, 3BB",3400,12 MONTH MIN,Immediate,"Jul 03, 2020",2,2,Unfurnished Only,['Walk-up'],Standard 12 Month Rental,Agent/Broker [Brick & Mortar],1016,,Rental building,Williamsburg, Brooklyn,"{'lat': 40.70928749999999, 'lng': -73.9471185}"
809,https://www.leasebreak.com/short-term-rental-details/136564/1151-dean-street,"1151 Dean Street, 1D",3400,12 MONTH MIN,Immediate,"Jul 02, 2020",3,1,Unfurnished Only,"['Washer / Dryer', 'Walk-up']",Standard 12 Month Rental,Agent/Broker [Bohemia Realty Group],,Rental building,Probably. Please confirm.,Crown Heights, Brooklyn,"{'lat': 40.677221, 'lng': -73.9515527}"
