,link,address,price,minimun_rent_range,movein,moveout,bedroom,bathroom,furnishied,amenity,listingtype,postedby,kind,renew,broker,borough1,borough2,coordinates
7200,https://www.leasebreak.com/short-term-rental-details/151280/162-east-55th-street,162 East 55th Street,2090,12 MONTH MIN,Immediate,"Jul 01, 2020",1,1,Any,"['Exceptional Light', 'Elevator', 'Pet Friendly']",Lease Break,Tenant/Renter ,,Rental building,Yes,Midtown East, Manhattan,"{'lat': 40.7589921, 'lng': -73.9689719}"
7201,https://www.leasebreak.com/short-term-rental-details/144882/104-west-80th-street,"104 West 80th Street, 7",2090,12 MONTH MIN,Immediate,"Jul 03, 2020",Studio,1,Unfurnished Only,['Walk-up'],Standard 12 Month Rental,Agent/Broker [Citi Habitats],,Townhouse/house,Probably. Please confirm.,Upper West Side, Manhattan,"{'lat': 40.708172, 'lng': -73.869115}"
7202,https://www.leasebreak.com/short-term-rental-details/151836/220-west-122nd-street,"220 West 122nd Street, 2F",2085,12 MONTH MIN,Immediate,"Jul 03, 2020",1,1,Unfurnished Only,['Walk-up'],Standard 12 Month Rental,Agent/Broker [Bohemia Realty Group],,Rental building,Probably. Please confirm.,West Harlem, Manhattan,"{'lat': 40.8073183, 'lng': -73.9508496}"
7203,https://www.leasebreak.com/short-term-rental-details/62076/27-bank-street,27 Bank Street,2075,1 MONTH MIN,"Aug 01, 2019","Aug 31, 2019",Just a Room,5+ (Shared),Furnished Only,"['Renovated', 'Superb Views', 'Exceptional Light', 'Private Outdoor Space']",Apartment Share,Professional Landlord ,Townhouse/house,Not Sure,The poster of this listing is NOT charging a brokerage fee.,Greenwich Village / Noho, Manhattan,"{'lat': 40.737141, 'lng': -74.0029512}"
7204,https://www.leasebreak.com/short-term-rental-details/127885/153-ave-c,"153 Ave C, 5RN",2075,12 MONTH MIN,Immediate,"Jul 03, 2020",1,1,Unfurnished Only,['Walk-up'],Standard 12 Month Rental,Agent/Broker [Douglas Elliman],,Condop,Probably. Please confirm.,East Village, Manhattan,"{'lat': 40.7257098, 'lng': -73.97796389999999}"
7205,https://www.leasebreak.com/short-term-rental-details/148419/27-bank-street,27 Bank Street,2075,1 MONTH MIN,Immediate,"Aug 03, 2019",Just a Room,2 (Shared),Furnished Only,"['Renovated', 'Superb Views', 'Exceptional Light']",Apartment Share,Professional Landlord ,Rental building,Yes,The poster of this listing is NOT charging a brokerage fee.,West Village / Meatpacking District, Manhattan,"{'lat': 40.737141, 'lng': -74.0029512}"
7206,https://www.leasebreak.com/short-term-rental-details/129241/519-west-134th-street,"519 West 134th Street, 24",2075,12 MONTH MIN,Immediate,"Jul 03, 2020",2,1,Unfurnished Only,['Walk-up'],Standard 12 Month Rental,Agent/Broker [Bohemia Realty Group],,Rental building,Probably. Please confirm.,West Harlem, Manhattan,"{'lat': 40.8190406, 'lng': -73.9540525}"
7207,https://www.leasebreak.com/short-term-rental-details/152053/236-east-88th-street,"236 East 88th Street, 4-FW",2061,12 MONTH MIN,Immediate,"Jul 03, 2020",Studio,1,Unfurnished Only,"['Pet Friendly', 'Walk-up']",Standard 12 Month Rental,Agent/Broker [Citi Habitats],"Ilana Scheinblum, (212) 957-XXXXClick to view",,Rental building,Upper East Side, Manhattan,"{'lat': 40.7791758, 'lng': -73.9513891}"
7208,https://www.leasebreak.com/short-term-rental-details/141058/519-west-48th-street,"519 West 48th Street, 18",2050,12 MONTH MIN,Immediate,"Jul 03, 2020",Studio,1,Unfurnished Only,"['Pet Friendly', 'Elevator', 'High-rise']",Standard 12 Month Rental,Agent/Broker [Citi Habitats],450,,Condo,Midtown West, Manhattan,"{'lat': 40.7640026, 'lng': -73.9936774}"
7209,https://www.leasebreak.com/short-term-rental-details/151341/203-east-121st-street,"203 East 121st Street, 301",2050,12 MONTH MIN,"Jul 22, 2019","Jul 21, 2020",Studio,1,Unfurnished Only,"['Private Outdoor Space', 'Doorman', 'Elevator', 'Pet Friendly', 'Gym']",Standard 12 Month Rental,Agent/Broker [PeterAshe Real Estate],,Rental building,Probably. Please confirm.,East Harlem, Manhattan,"{'lat': 40.8011323, 'lng': -73.9371876}"
