,link,address,price,minimun_rent_range,movein,moveout,bedroom,bathroom,furnishied,amenity,listingtype,postedby,kind,renew,broker,borough1,borough2,coordinates
1200,https://www.leasebreak.com/short-term-rental-details/150063/251-7th-street,"251 7th Street, 1-A",2750,12 MONTH MIN,"Aug 01, 2019","Jul 31, 2020",1,1,Unfurnished Only,"['Washer / Dryer', 'Elevator', 'Pet Friendly', 'Gym']",Standard 12 Month Rental,Agent/Broker [Compass],"Michael Rohrer, (917) 805-XXXXClick to view",683,,Park Slope, Brooklyn,"{'lat': 40.671899, 'lng': -73.9880337}"
1201,https://www.leasebreak.com/short-term-rental-details/150577/241-ocean-parkway,"241 Ocean Parkway, D1",2750,12 MONTH MIN,Immediate,"Jul 02, 2020",2,2,Unfurnished Only,"['Pet Friendly', 'Elevator', 'High-rise']",Standard 12 Month Rental,Agent/Broker [Corcoran Group],"Ariane Dembs, (718) 210-XXXXClick to view",,Condo,Kensington, Brooklyn,"{'lat': 40.6439529, 'lng': -73.9735676}"
1202,https://www.leasebreak.com/short-term-rental-details/140104/1340-hancock-street,"1340 Hancock Street, 3-F",2750,12 MONTH MIN,Immediate,"Jul 02, 2020",3,1,Unfurnished Only,"['Pet Friendly', 'Walk-up']",Standard 12 Month Rental,Agent/Broker [Citi Habitats],"Shloma Hecht, (718) 384-XXXXClick to view",,Rental building,Bushwick, Brooklyn,"{'lat': 40.694313, 'lng': -73.90875849999999}"
1203,https://www.leasebreak.com/short-term-rental-details/151643/380-south-4th-street,"380 South 4th Street, 17",2750,12 MONTH MIN,Immediate,"Jul 03, 2020",2,1,Unfurnished Only,"['Washer / Dryer', 'Pet Friendly', 'Walk-up']",Standard 12 Month Rental,Agent/Broker [Brick & Mortar],"Martin Olsen, (718) 809-XXXXClick to view",,Rental building,Williamsburg, Brooklyn,"{'lat': 40.7080119, 'lng': -73.95281270000001}"
1204,https://www.leasebreak.com/short-term-rental-details/151649/154a-washington-avenue,"154A Washington Avenue, 3-B",2750,12 MONTH MIN,Immediate,"Jul 02, 2020",1,1,Unfurnished Only,"['Washer / Dryer', 'Walk-up']",Standard 12 Month Rental,Agent/Broker [Compass],,Townhouse/house,Probably. Please confirm.,Clinton Hill, Brooklyn,"{'lat': 40.7013544, 'lng': -73.9675505}"
1205,https://www.leasebreak.com/short-term-rental-details/153709/204-21st-street,"204 21st Street, 4A",2750,12 MONTH MIN,Immediate,"Jul 02, 2020",2,1.5,Unfurnished Only,"['Private Outdoor Space', 'Pet Friendly', 'Walk-up']",Standard 12 Month Rental,Agent/Broker [Corcoran Group],,Condo,Probably. Please confirm.,Greenwood, Brooklyn,"{'lat': 40.6619962, 'lng': -73.9948433}"
1206,https://www.leasebreak.com/short-term-rental-details/150895/117-119-thomas-s-boyland-street,"117-119 Thomas S Boyland Street, 1-B",2750,12 MONTH MIN,Immediate,"Jul 02, 2020",2,1,Unfurnished Only,"['Pet Friendly', 'Walk-up']",Standard 12 Month Rental,Agent/Broker [Compass],"Jared Barnett, (310) 666-XXXXClick to view",,Condo,Bedford-Stuyvesant, Brooklyn,"{'lat': 40.681079, 'lng': -73.9138005}"
1207,https://www.leasebreak.com/short-term-rental-details/150401/3855-union-street,"385.5 Union Street, 3",2750,12 MONTH MIN,"Jul 15, 2019","Jul 14, 2020",1,1,Unfurnished Only,['Walk-up'],Standard 12 Month Rental,Agent/Broker [Compass],"Morgan Munsey, (917) 941-XXXXClick to view",,Townhouse/house,Crown Heights, Brooklyn,"{'lat': 40.6849271, 'lng': -74.0060389}"
1208,https://www.leasebreak.com/short-term-rental-details/151425/33-withers-street,"33 Withers Street, 3L",2750,12 MONTH MIN,"Aug 01, 2019","Jul 31, 2020",2,2,Unfurnished Only,"['Private Outdoor Space', 'Pet Friendly', 'Walk-up']",Standard 12 Month Rental,Agent/Broker [Native Real Estate],"Jesse Lind, (646) 625-XXXXClick to view",,Townhouse/house,Williamsburg, Brooklyn,"{'lat': 40.7168837, 'lng': -73.9513044}"
1209,https://www.leasebreak.com/short-term-rental-details/145544/209-21st-street,"209 21st Street, 7",2750,12 MONTH MIN,Immediate,"Jul 02, 2020",2,1,Unfurnished Only,"['Private Outdoor Space', 'Pet Friendly', 'Walk-up']",Standard 12 Month Rental,Agent/Broker [Citi Habitats],"Julio Vasconez, (212) 677-XXXXClick to view",,Townhouse/house,Park Slope, Brooklyn,"{'lat': 40.78355579999999, 'lng': -73.9125007}"
1210,https://www.leasebreak.com/short-term-rental-details/147602/71-bleecker-street,"71 Bleecker Street, 2",2750,12 MONTH MIN,Immediate,"Jul 02, 2020",3,1.5,Unfurnished Only,['Walk-up'],Standard 12 Month Rental,Agent/Broker [Nest Seekers],1000,,Rental building,Bushwick, Brooklyn,"{'lat': 40.7429673, 'lng': -73.9922252}"
