,link,address,price,minimun_rent_range,movein,moveout,bedroom,bathroom,furnishied,amenity,listingtype,postedby,kind,renew,broker,borough1,borough2,coordinates
3500,https://www.leasebreak.com/short-term-rental-details/65796/212-east-12th-street,212 East 12th Street,6300,4.5 MONTH MIN,Immediate,"Nov 14, 2019",2,1,Furnished Only,"['Renovated', 'Exceptional Light', 'Elevator', 'Pet Friendly', 'Gym']",Short Term Rental,Professional Landlord ,Rental building,Yes,The poster of this listing is NOT charging a brokerage fee.,East Village, Manhattan,"{'lat': 40.7314332, 'lng': -73.9874794}"
3501,https://www.leasebreak.com/short-term-rental-details/105479/306-west-48th-street,"306 West 48th Street, 34-C",6300,24.5 MONTH MIN,Immediate,"Jul 02, 2021",2,2,Unfurnished Only,"['Private Outdoor Space', 'Washer / Dryer', 'Doorman', 'Elevator', 'Pet Friendly', 'Gym', 'High-rise']",Standard 12 Month Rental,Agent/Broker [Compass],"Danielle Pecile, (646) 684-XXXXClick to view","Alix Trachtman, (973) 518-XXXXClick to view",1104,Midtown West, Manhattan,"{'lat': 40.76106, 'lng': -73.987661}"
3502,https://www.leasebreak.com/short-term-rental-details/107315/655-6th-avenue,"655 6th Avenue, 5-A",6300,12 MONTH MIN,"Jul 31, 2019","Jul 30, 2020",1,1.5,Unfurnished Only,"['Washer / Dryer', 'Pet Friendly', 'Doorman', 'Loft']",Standard 12 Month Rental,Agent/Broker [Compass],"Brandon Cohen, (516) 351-XXXXClick to view",958,,Chelsea / Hudson Yards, Manhattan,"{'lat': 40.741448, 'lng': -73.994216}"
3503,https://www.leasebreak.com/short-term-rental-details/150586/266-elizabeth-street,"266 Elizabeth Street, 5",6300,12 MONTH MIN,"Jul 15, 2019","Jul 14, 2020",2,1,Unfurnished Only,"['Elevator', 'High-rise']",Standard 12 Month Rental,Agent/Broker [Citi Habitats],"Mike Schulte, (212) 683-XXXXClick to view",,Condo,Soho / Nolita, Manhattan,"{'lat': 40.7240383, 'lng': -73.9934344}"
3504,https://www.leasebreak.com/short-term-rental-details/152899/52-ludlow-street,"52 Ludlow Street, GLS",6300,12 MONTH MIN,Immediate,"Jul 02, 2020",2,2,Unfurnished Only,"['Washer / Dryer', 'Walk-up']",Standard 12 Month Rental,Agent/Broker [Real New York Properties],"Dan Mordekai, (516) 650-XXXXClick to view",1100,,Lower East Side, Manhattan,"{'lat': 40.7164709, 'lng': -73.98989390000001}"
3505,https://www.leasebreak.com/short-term-rental-details/153676/80-varick-street,"80 Varick Street, 6-DD",6300,12 MONTH MIN,Immediate,"Jul 02, 2020",2,1,Unfurnished Only,"['Pet Friendly', 'Doorman', 'Loft']",Standard 12 Month Rental,Agent/Broker [Citi Habitats],"Leah Hasson, (212) 683-XXXXClick to view",1500,,Tribeca, Manhattan,"{'lat': 40.7233488, 'lng': -74.00604369999999}"
3506,https://www.leasebreak.com/short-term-rental-details/147557/400-chambers-street,400 Chambers Street,6300,6 MONTH MIN,"Aug 02, 2019","Feb 02, 2020",2,2,Furnished Only,"['Renovated', 'Doorman', 'Elevator', 'Pet Friendly', 'Gym']",Short Term Rental,Professional Landlord ,Rental building,Yes,The poster of this listing is NOT charging a brokerage fee.,Tribeca, Manhattan,"{'lat': 40.7178487, 'lng': -74.0151854}"
3507,https://www.leasebreak.com/short-term-rental-details/148336/14-delancey-street,"14 Delancey Street, PH",6300,12 MONTH MIN,Immediate,"Jul 02, 2020",2,2,Unfurnished Only,"['Private Outdoor Space', 'Pet Friendly', 'Walk-up']",Standard 12 Month Rental,Agent/Broker [Citi Habitats],,Rental building,Probably. Please confirm.,Lower East Side, Manhattan,"{'lat': 40.72033, 'lng': -73.993115}"
3508,https://www.leasebreak.com/short-term-rental-details/108191/170-east-end-avenue,"170 East End Avenue, 2-C",6300,12 MONTH MIN,Immediate,"Jul 01, 2020",1,1.5,Unfurnished Only,"['Washer / Dryer', 'Doorman', 'Elevator', 'Pet Friendly', 'Gym']",Standard 12 Month Rental,Agent/Broker [Compass],1030,,Condo,Upper East Side, Manhattan,"{'lat': 40.7761417, 'lng': -73.9445698}"
3509,https://www.leasebreak.com/short-term-rental-details/151477/420-east-54th-street,"420 East 54th Street, 511",6300,13 MONTH MIN,Immediate,"Jul 31, 2020",2,2,Unfurnished Only,"['Renovated', 'Superb Views', 'Exceptional Light', 'Doorman', 'Elevator', 'Pet Friendly', 'Gym']",Lease Break,Agent/Broker [Citi Habitats],Rental building,Yes,The poster of this listing is NOT charging a brokerage fee.,Midtown East, Manhattan,"{'lat': 40.75574719999999, 'lng': -73.963397}"
3510,https://www.leasebreak.com/short-term-rental-details/144578/325-5th-avenue,"325 5th Avenue, 37C",6300,12 MONTH MIN,"Jul 15, 2019","Jul 14, 2020",2,2,Unfurnished Only,"['Private Outdoor Space', 'Washer / Dryer', 'Elevator', 'Doorman', 'High-rise']",Standard 12 Month Rental,Agent/Broker [Douglas Elliman],1151,,Condo,Midtown West, Manhattan,"{'lat': 40.7474699, 'lng': -73.9850289}"
3511,https://www.leasebreak.com/short-term-rental-details/126403/222-east-39th-street,222 East 39th Street,6300,1 MONTH MIN,"Aug 01, 2019","Aug 31, 2019",1,1,Furnished Only,"['Doorman', 'Elevator', 'Pet Friendly', 'Gym']",Short Term Rental,Professional Landlord ,Rental building,Yes,The poster of this listing is NOT charging a brokerage fee.,Midtown East, Manhattan,"{'lat': 40.7481306, 'lng': -73.9749707}"
3512,https://www.leasebreak.com/short-term-rental-details/154602/147-west-22nd-street,"147 West 22nd Street, 5N",6300,12 MONTH MIN,Immediate,"Jul 02, 2020",1,1,Unfurnished Only,"['Pet Friendly', 'Loft']",Standard 12 Month Rental,Agent/Broker [Douglas Elliman],"Abigail D. Agranat, (917) 304-XXXXClick to view",1300,,Chelsea / Hudson Yards, Manhattan,"{'lat': 40.7431888, 'lng': -73.99496289999999}"
3513,https://www.leasebreak.com/short-term-rental-details/81955/344-west-14th-street,"344 West 14th Street, C-4",6295,12 MONTH MIN,"Jul 31, 2019","Jul 30, 2020",3,1,Unfurnished Only,['Walk-up'],Standard 12 Month Rental,Agent/Broker [Compass],"John Lecce, (917) 510-XXXXClick to view",,Rental building,West Village / Meatpacking District, Manhattan,"{'lat': 40.74033600000001, 'lng': -74.004665}"
3514,https://www.leasebreak.com/short-term-rental-details/153338/159-christopher-street,"159 Christopher Street, 8-A",6295,12 MONTH MIN,"Aug 03, 2019","Aug 02, 2020",3,2,Unfurnished Only,"['Pet Friendly', 'Elevator', 'High-rise']",Standard 12 Month Rental,Agent/Broker [Citi Habitats],"Anthony Dellecave, (212) 937-XXXXClick to view",,Condo,West Village / Meatpacking District, Manhattan,"{'lat': 40.7328537, 'lng': -74.008316}"
