,link,address,price,minimun_rent_range,movein,moveout,bedroom,bathroom,furnishied,amenity,listingtype,postedby,kind,renew,broker,borough1,borough2,coordinates
3100,https://www.leasebreak.com/short-term-rental-details/145030/418-east-59th-street,"418 East 59th Street, 8B",7995,12 MONTH MIN,Immediate,"Jul 02, 2020",3,3,Unfurnished Only,"['Private Outdoor Space', 'Washer / Dryer', 'Doorman', 'Elevator', 'Pet Friendly', 'Gym', 'High-rise']",Standard 12 Month Rental,Agent/Broker [Warburg Realty Partnership],"Stacy Sussman, (516) 972-XXXXClick to view",1800,,Midtown East, Manhattan,"{'lat': 40.7590069, 'lng': -73.9610917}"
3101,https://www.leasebreak.com/short-term-rental-details/144569/34-west-9th-street,"34 West 9th Street, 1",7995,12 MONTH MIN,Immediate,"Jul 02, 2020",2,2,Unfurnished Only,"['Private Outdoor Space', 'Washer / Dryer', 'Walk-up']",Standard 12 Month Rental,Agent/Broker [Douglas Elliman],,Condop,Probably. Please confirm.,Greenwich Village / Noho, Manhattan,"{'lat': 40.7334007, 'lng': -73.9977706}"
3102,https://www.leasebreak.com/short-term-rental-details/129496/401-east-60th-street,"401 East 60th Street, 29-B",7995,12 MONTH MIN,Immediate,"Jul 02, 2020",3,3,Furnished Only,"['Washer / Dryer', 'Doorman', 'Elevator', 'Pet Friendly', 'Gym', 'High-rise']",Standard 12 Month Rental,Agent/Broker [Compass],"Niko Scott, (212) 941-XXXXClick to view",1560,,Upper East Side, Manhattan,"{'lat': 40.7602757, 'lng': -73.9609519}"
3103,https://www.leasebreak.com/short-term-rental-details/153325/100-11th-avenue,"100 11th Avenue, 8-B",7995,12 MONTH MIN,Immediate,"Jul 02, 2020",1,1.5,Unfurnished Only,"['Washer / Dryer', 'Doorman', 'Elevator', 'Pet Friendly', 'Gym', 'High-rise']",Standard 12 Month Rental,Agent/Broker [Nest Seekers],"Ryan Serhant, (646) 480-XXXXClick to view","Jenna Amicucci-dechristopher, (914) 522-XXXXClick to view",1110,Chelsea / Hudson Yards, Manhattan,"{'lat': 40.7460874, 'lng': -74.0076191}"
3104,https://www.leasebreak.com/short-term-rental-details/129778/50-united-nations-plaza,"50 United Nations Plaza, 10-C",7995,12 MONTH MIN,Immediate,"Jul 02, 2020",2,2,Unfurnished Only,"['Washer / Dryer', 'Doorman', 'Elevator', 'Pet Friendly', 'Gym', 'High-rise']",Standard 12 Month Rental,Agent/Broker [Compass],"Ethan Assouline, (646) 228-XXXXClick to view",1132,,Midtown East, Manhattan,"{'lat': 40.7516129, 'lng': -73.9680645}"
3105,https://www.leasebreak.com/short-term-rental-details/124785/116-central-park-south,"116 Central Park South, 4-N",7950,12 MONTH MIN,Immediate,"Jul 02, 2020",2,2,Unfurnished Only,"['Private Outdoor Space', 'Doorman', 'Elevator', 'Pet Friendly', 'Gym']",Standard 12 Month Rental,Agent/Broker [Barkin & Associates],1500,,Condo,Central Park South, Manhattan,"{'lat': 40.7658169, 'lng': -73.97718789999999}"
3106,https://www.leasebreak.com/short-term-rental-details/138157/460-west-42nd-street,"460 West 42nd Street, 51K",7940,12 MONTH MIN,Immediate,"Jul 02, 2020",2,2,Unfurnished Only,"['Doorman', 'Elevator', 'Pet Friendly', 'Gym']",Standard 12 Month Rental,Agent/Broker [Silverstone Group USA Corporation],1266,,Condo,Midtown West, Manhattan,"{'lat': 40.759148, 'lng': -73.994457}"
3107,https://www.leasebreak.com/short-term-rental-details/155022/145-clinton-street,"145 Clinton Street, 14C",7938,12 MONTH MIN,Immediate,"Jul 02, 2020",3,2,Unfurnished Only,"['Doorman', 'Elevator', 'Pet Friendly', 'High-rise']",Standard 12 Month Rental,Agent/Broker [Douglas Elliman],,Condop,Probably. Please confirm.,Lower East Side, Manhattan,"{'lat': 40.71642300000001, 'lng': -73.986786}"
3108,https://www.leasebreak.com/short-term-rental-details/134690/8-spruce-street,"8 Spruce Street, 45-A",7910,7 MONTH MIN,Immediate,"Feb 01, 2020",2,2,Unfurnished Only,"['Washer / Dryer', 'Doorman', 'Elevator', 'Pet Friendly', 'Gym', 'High-rise']",Short Term Rental,Agent/Broker [Argo Residential],,Rental building,Probably. Please confirm.,Financial District, Manhattan,"{'lat': 40.7108238, 'lng': -74.00565089999999}"
3109,https://www.leasebreak.com/short-term-rental-details/132220/8-spruce-street,"8 Spruce Street, 45A",7910,4 MONTH MIN,"Jul 10, 2019","Oct 31, 2019",2,2,Unfurnished Only,"['Renovated', 'Superb Views', 'Exceptional Light', 'Doorman', 'Elevator', 'Pet Friendly', 'Gym']",Lease Assignment,Agent/Broker [Argo Residential],Rental building,Yes,The poster of this listing is NOT charging a brokerage fee.,Financial District, Manhattan,"{'lat': 40.7108238, 'lng': -74.00565089999999}"
