,link,address,price,minimun_rent_range,movein,moveout,bedroom,bathroom,furnishied,amenity,listingtype,postedby,kind,renew,broker,borough1,borough2,coordinates
2000,https://www.leasebreak.com/short-term-rental-details/68316/729-decatur-street,"729 Decatur Street, 1",1400,12 MONTH MIN,Immediate,"Jul 01, 2020",Just a Room,1.5 (Shared),Unfurnished Only,"['Exceptional Light', 'Private Outdoor Space', 'Pet Friendly']",Apartment Share,Agent/Broker [Corcoran Group],Condo,Not Sure,The poster of this listing is charging a brokerage fee.,Bedford-Stuyvesant, Brooklyn,"{'lat': 40.68388300000001, 'lng': -73.913989}"
2001,https://www.leasebreak.com/short-term-rental-details/149501/484-45th-street,"484 45th Street, 2A",1400,12 MONTH MIN,Immediate,"Jul 02, 2020",1,1,Unfurnished Only,['Walk-up'],Standard 12 Month Rental,Agent/Broker [Kian Realty NYC],,Rental building,Probably. Please confirm.,Sunset Park, Brooklyn,"{'lat': 40.6480061, 'lng': -74.0077053}"
2002,https://www.leasebreak.com/short-term-rental-details/150344/251-powers-street,251 Powers Street,1395,3 MONTH MIN,Immediate,"Oct 02, 2019",Just a Room,2 (Shared),Furnished Only,['Renovated'],Apartment Share,Professional Landlord ,Rental building,Yes,The poster of this listing is NOT charging a brokerage fee.,Williamsburg, Brooklyn,"{'lat': 40.71312, 'lng': -73.940005}"
2003,https://www.leasebreak.com/short-term-rental-details/154733/825-ocean-parkway,"825 Ocean Parkway, 3C",1395,12 MONTH MIN,"Aug 01, 2019","Jul 31, 2020",Studio,1,Unfurnished Only,['Elevator'],Standard 12 Month Rental,Agent/Broker [Compass],Coop,Yes,The poster of this listing is charging a brokerage fee.,Midwood, Brooklyn,"{'lat': 40.6283892, 'lng': -73.9705389}"
2004,https://www.leasebreak.com/short-term-rental-details/152201/592-van-buren-street,592 Van Buren Street,1390,6 MONTH MIN,Immediate,"Dec 31, 2019",Just a Room,2 (Shared),Furnished Only,['Exceptional Light'],Apartment Share,Individual Landlord ,Townhouse/house,Not Sure,The poster of this listing is NOT charging a brokerage fee.,Bushwick, Brooklyn,"{'lat': 40.6923181, 'lng': -73.9256594}"
2005,https://www.leasebreak.com/short-term-rental-details/143753/643-prospect-place,643 Prospect Place,1387,12 MONTH MIN,Immediate,"Jul 03, 2020",Just a Room,2 (Shared),Furnished Only,"['Renovated', 'Exceptional Light']",Apartment Share,Professional Landlord ,Rental building,Yes,The poster of this listing is NOT charging a brokerage fee.,Crown Heights, Brooklyn,"{'lat': 40.6750505, 'lng': -73.9552005}"
2006,https://www.leasebreak.com/short-term-rental-details/142350/137-albany-avenue,137 Albany Avenue,1384,12 MONTH MIN,Immediate,"Jul 03, 2020",Just a Room,1 (Shared),Furnished Only,"['Renovated', 'Exceptional Light']",Apartment Share,Professional Landlord ,Rental building,Yes,The poster of this listing is NOT charging a brokerage fee.,Crown Heights, Brooklyn,"{'lat': 40.6760027, 'lng': -73.9385309}"
2007,https://www.leasebreak.com/short-term-rental-details/147591/1082-greene-avenue,1082 Greene Avenue,1380,4 MONTH MIN,Immediate,"Oct 28, 2019",Just a Room,2 (Shared),Furnished Only,"['Renovated', 'Superb Views', 'Exceptional Light', 'Private Outdoor Space']",Apartment Share,Professional Landlord ,Rental building,Yes,The poster of this listing is NOT charging a brokerage fee.,Bushwick, Brooklyn,"{'lat': 40.691909, 'lng': -73.924814}"
2008,https://www.leasebreak.com/short-term-rental-details/152146/152-manhattan-avenue,152 Manhattan Avenue,1350,7 MONTH MIN,"Aug 01, 2019","Mar 01, 2020",Just a Room,1 (Shared),Any,"['Renovated', 'Superb Views', 'Exceptional Light', 'Private Outdoor Space', 'Elevator', 'Gym']",Apartment Share,Tenant/Renter ,,Rental building,Not Sure,Williamsburg, Brooklyn,"{'lat': 40.70809, 'lng': -73.9447583}"
2009,https://www.leasebreak.com/short-term-rental-details/45922/799-maple-street,"799 Maple Street, 2",1350,1 MONTH MIN,Immediate,"Aug 01, 2019",Just a Room,1 (Shared),Furnished Only,[],Apartment Share,Agent/Broker [New York Habitat],Townhouse/house,Not Sure,The poster of this listing is charging a brokerage fee.,Crown Heights, Brooklyn,"{'lat': 40.6621108, 'lng': -73.9335826}"
