,link,address,price,minimun_rent_range,movein,moveout,bedroom,bathroom,furnishied,amenity,listingtype,postedby,kind,renew,broker,borough1,borough2,coordinates
5200,https://www.leasebreak.com/short-term-rental-details/152703/900-west-end-avenue,"900 West End Avenue, 4E",3600,12 MONTH MIN,Immediate,"Jul 02, 2020",1,1,Unfurnished Only,"['Doorman', 'Elevator', 'Pet Friendly']",Standard 12 Month Rental,Agent/Broker [Stone Crest Realty],,Rental building,Probably. Please confirm.,Upper West Side, Manhattan,"{'lat': 40.8002888, 'lng': -73.9689989}"
5201,https://www.leasebreak.com/short-term-rental-details/147849/212-east-47th-street,"212 East 47th Street, 7B",3600,12 MONTH MIN,"Aug 01, 2019","Jul 31, 2020",2,1,Unfurnished Only,"['Doorman', 'Elevator', 'Pet Friendly', 'Gym']",Standard 12 Month Rental,Agent/Broker [Corcoran Group],,Condo,Probably. Please confirm.,Midtown East, Manhattan,"{'lat': 40.7531992, 'lng': -73.9717462}"
5202,https://www.leasebreak.com/short-term-rental-details/133260/297-west-112th-street,"297 West 112th Street, 6-A",3600,12 MONTH MIN,Immediate,"Jul 02, 2020",2,1,Unfurnished Only,"['Pet Friendly', 'Elevator', 'High-rise']",Standard 12 Month Rental,Agent/Broker [Citi Habitats],,Condo,Probably. Please confirm.,West Harlem, Manhattan,"{'lat': 40.801837, 'lng': -73.95685759999999}"
5203,https://www.leasebreak.com/short-term-rental-details/139407/350-west-42nd-street,"350 West 42nd Street, 14M",3600,12 MONTH MIN,Immediate,"Jul 02, 2020",1,1,Unfurnished Only,"['Doorman', 'Elevator', 'Pet Friendly', 'High-rise']",Standard 12 Month Rental,Agent/Broker [Douglas Elliman],"Michael L. Kotler, (212) 350-XXXXClick to view",615,,Midtown West, Manhattan,"{'lat': 40.7580772, 'lng': -73.9922174}"
5204,https://www.leasebreak.com/short-term-rental-details/145301/331-east-houston-street,"331 East Houston Street, 8A",3600,13 MONTH MIN,Immediate,"Aug 02, 2020",Studio,1,Unfurnished Only,"['Washer / Dryer', 'Pet Friendly', 'Walk-up']",Standard 12 Month Rental,Agent/Broker [REAL New York],"Jay Lin, (646) 379-XXXXClick to view",,Rental building,Lower East Side, Manhattan,"{'lat': 40.7208544, 'lng': -73.9825683}"
5205,https://www.leasebreak.com/short-term-rental-details/144286/1623-3rd-avenue,"1623 3rd Avenue, 41D",3600,12 MONTH MIN,Immediate,"Jul 02, 2020",1,1,Unfurnished Only,"['Elevator', 'Doorman', 'High-rise']",Standard 12 Month Rental,Agent/Broker [Brown Harris Stevens],,Condo,Probably. Please confirm.,Upper East Side, Manhattan,"{'lat': 40.7819416, 'lng': -73.95063139999999}"
5206,https://www.leasebreak.com/short-term-rental-details/155038/250-east-49th-street,"250 East 49th Street, 8A",3600,12 MONTH MIN,"Aug 01, 2019","Jul 31, 2020",1,1,Unfurnished Only,"['Washer / Dryer', 'Doorman', 'Elevator', 'Pet Friendly', 'High-rise']",Standard 12 Month Rental,Agent/Broker [Halstead Property],,Condo,Probably. Please confirm.,Midtown East, Manhattan,"{'lat': 40.7542526, 'lng': -73.9693937}"
5207,https://www.leasebreak.com/short-term-rental-details/15521/240-mulberry-street,"240 Mulberry Street, 2",3600,1 MONTH MIN,Immediate,"May 31, 2019",1,1,Furnished Only,[],Short Term Rental,Agent/Broker [APT212],Rental building,Yes,The poster of this listing is charging a brokerage fee.,Soho / Nolita, Manhattan,"{'lat': 40.7227913, 'lng': -73.99569749999999}"
5208,https://www.leasebreak.com/short-term-rental-details/154529/40-42-west-127th-street,"40-42 West 127th Street, 12",3600,12 MONTH MIN,"Aug 01, 2019","Jul 31, 2020",4,1,Unfurnished Only,['Elevator'],Standard 12 Month Rental,Agent/Broker [Citi Habitats],"Zac Flynt, (212) 957-XXXXClick to view",,Rental building,West Harlem, Manhattan,"{'lat': 40.8081861, 'lng': -73.9430248}"
5209,https://www.leasebreak.com/short-term-rental-details/154275/150-west-47th-street,"150 West 47th Street, 5-F",3600,13 MONTH MIN,Immediate,"Aug 02, 2020",2,1,Unfurnished Only,"['Elevator', 'Doorman', 'High-rise']",Standard 12 Month Rental,Agent/Broker [Citi Habitats],"Candace Medina, (212) 434-XXXXClick to view",,Rental building,Midtown West, Manhattan,"{'lat': 40.7586703, 'lng': -73.98381119999999}"
5210,https://www.leasebreak.com/short-term-rental-details/148906/107-ave-a,"107 Ave A, 4",3600,12 MONTH MIN,Immediate,"Jul 02, 2020",2,1,Unfurnished Only,"['Pet Friendly', 'Elevator']",Standard 12 Month Rental,Agent/Broker [Level Group],,Condo,Probably. Please confirm.,East Village, Manhattan,"{'lat': 40.724256, 'lng': -73.978962}"
5211,https://www.leasebreak.com/short-term-rental-details/150189/81-irving-place,"81 Irving Place, 6G",3600,12 MONTH MIN,Immediate,"Jul 02, 2020",Studio,1,Unfurnished Only,"['Pet Friendly', 'Elevator', 'High-rise']",Standard 12 Month Rental,Agent/Broker [Douglas Elliman],,Coop,Probably. Please confirm.,Gramercy Park, Manhattan,"{'lat': 40.7372974, 'lng': -73.9867282}"
5212,https://www.leasebreak.com/short-term-rental-details/10674/508-east-78th-street,"508 East 78th Street, 3E",3600,2 MONTH MIN,"Aug 06, 2019","Oct 06, 2019",2,1,Any,['Renovated'],Short Term Rental,Agent/Broker [Alter Realty Co.],Coop,Yes,The poster of this listing is charging a brokerage fee.,Upper East Side, Manhattan,"{'lat': 40.7700662, 'lng': -73.9500865}"
