,link,address,price,minimun_rent_range,movein,moveout,bedroom,bathroom,furnishied,amenity,listingtype,postedby,kind,renew,broker,borough1,borough2,coordinates
3300,https://www.leasebreak.com/short-term-rental-details/149131/15-william-street,"15 William Street, 38-E",6995,12 MONTH MIN,"Aug 08, 2019","Aug 07, 2020",2,2,Unfurnished Only,"['Washer / Dryer', 'Doorman', 'Elevator', 'Gym', 'High-rise']",Standard 12 Month Rental,Agent/Broker [Compass],"Jolanta Piekarska, (347) 743-XXXXClick to view",1300,,Financial District, Manhattan,"{'lat': 40.7052612, 'lng': -74.0103446}"
3301,https://www.leasebreak.com/short-term-rental-details/152498/1-thomas-street,"1 Thomas Street, 2-A",6995,12 MONTH MIN,"Aug 01, 2019","Jul 31, 2020",2,2,Unfurnished Only,"['Washer / Dryer', 'Pet Friendly', 'Loft']",Standard 12 Month Rental,Agent/Broker [Compass],"Alix Trachtman, (973) 518-XXXXClick to view","Sharon Nussbaum, (917) 327-XXXXClick to view",1100,Tribeca, Manhattan,"{'lat': 40.7159691, 'lng': -74.005226}"
3302,https://www.leasebreak.com/short-term-rental-details/73691/305-east-51st-street,"305 East 51st Street, 4-H",6995,12 MONTH MIN,"Aug 01, 2019","Jul 31, 2020",2,2,Unfurnished Only,"['Washer / Dryer', 'Doorman', 'Elevator', 'Gym', 'High-rise']",Standard 12 Month Rental,Agent/Broker [Rutenberg],1164,,Condo,Midtown East, Manhattan,"{'lat': 40.7555746, 'lng': -73.9675225}"
3303,https://www.leasebreak.com/short-term-rental-details/127198/75-wall-street,"75 Wall Street, 27O",6995,12 MONTH MIN,Immediate,"Jul 02, 2020",2,2,Furnished Only,"['Washer / Dryer', 'Doorman', 'Elevator', 'Pet Friendly', 'High-rise']",Standard 12 Month Rental,Agent/Broker [Douglas Elliman],"Heather Burns, (212) 769-XXXXClick to view",1411,,Financial District, Manhattan,"{'lat': 40.7051691, 'lng': -74.00802399999999}"
3304,https://www.leasebreak.com/short-term-rental-details/145631/50-east-72nd-street,"50 East 72nd Street, 2C",6995,12 MONTH MIN,"Aug 01, 2019","Jul 31, 2020",2,1,Unfurnished Only,"['Washer / Dryer', 'Doorman', 'Elevator', 'Pet Friendly', 'High-rise']",Standard 12 Month Rental,Agent/Broker [Douglas Elliman],1400,,Condo,Upper East Side, Manhattan,"{'lat': 40.7711516, 'lng': -73.9646688}"
3305,https://www.leasebreak.com/short-term-rental-details/147680/250-east-54th-street,"250 East 54th Street, 31A",6995,12 MONTH MIN,Immediate,"Jul 02, 2020",2,2,Unfurnished Only,"['Doorman', 'Elevator', 'Pet Friendly', 'High-rise']",Standard 12 Month Rental,Agent/Broker [Douglas Elliman],"Antonio Mongiovi, (917) 612-XXXXClick to view",1300,,Midtown West, Manhattan,"{'lat': 40.757364, 'lng': -73.967122}"
3306,https://www.leasebreak.com/short-term-rental-details/136014/560-west-43rd-street,560 West 43rd Street,6990,1 MONTH MIN,"Aug 08, 2019","Sep 07, 2019",2,1,Furnished Only,"['Doorman', 'Elevator', 'Pet Friendly', 'Gym']",Short Term Rental,Professional Landlord ,Rental building,Yes,The poster of this listing is NOT charging a brokerage fee.,Midtown West, Manhattan,"{'lat': 40.7611686, 'lng': -73.9977459}"
3307,https://www.leasebreak.com/short-term-rental-details/150018/104-west-70th-street,"104 West 70th Street, 2B",6950,12 MONTH MIN,Immediate,"Jul 02, 2020",2,2,Unfurnished Only,"['Doorman', 'Elevator', 'Pet Friendly']",Standard 12 Month Rental,Agent/Broker [Brown Harris Stevens],"Samantha Pinkowitz, (917) 623-XXXXClick to view",1150,,Upper West Side, Manhattan,"{'lat': 40.77610170000001, 'lng': -73.9801351}"
3308,https://www.leasebreak.com/short-term-rental-details/151323/150-west-56th-street,"150 West 56th Street, 4602",6950,12 MONTH MIN,"Aug 01, 2019","Jul 31, 2020",1,1.5,Unfurnished Only,"['Doorman', 'Elevator', 'Gym', 'High-rise']",Standard 12 Month Rental,Agent/Broker [Compass],,Condo,Probably. Please confirm.,Midtown West, Manhattan,"{'lat': 40.7642055, 'lng': -73.9797243}"
3309,https://www.leasebreak.com/short-term-rental-details/147241/250-west-street,"250 West Street, 6K",6950,12 MONTH MIN,"Aug 01, 2019","Jul 31, 2020",Studio,1,Unfurnished Only,"['Doorman', 'Elevator', 'Pet Friendly', 'Gym']",Standard 12 Month Rental,Agent/Broker [Corcoran Group],"Steve Gold, (212) 508-XXXXClick to view","Jessica Gomberg, (212) 605-XXXXClick to view",1035,Tribeca, Manhattan,"{'lat': 40.7218524, 'lng': -74.01115399999999}"
