,link,address,price,minimun_rent_range,movein,moveout,bedroom,bathroom,furnishied,amenity,listingtype,postedby,kind,renew,broker,borough1,borough2,coordinates
7600,https://www.leasebreak.com/short-term-rental-details/152610/30-11-21st-street,"30-11 21st Street, 6-E",4000,12 MONTH MIN,"Jul 31, 2019","Jul 30, 2020",2,2,Furnished Only,"['Private Outdoor Space', 'Washer / Dryer', 'Elevator']",Standard 12 Month Rental,Agent/Broker [Compass],"Kelly Robinson, (646) 808-XXXXClick to view",1134,,Astoria, Queens,"{'lat': 40.7693745, 'lng': -73.92784019999999}"
7601,https://www.leasebreak.com/short-term-rental-details/153650/45-04-11th-street,"45-04 11th Street, 1",4000,12 MONTH MIN,Immediate,"Jul 03, 2020",2,2,Unfurnished Only,"['Private Outdoor Space', 'Pet Friendly', 'Walk-up']",Standard 12 Month Rental,Agent/Broker [Douglas Elliman],,Condop,Probably. Please confirm.,Long Island City, Queens,"{'lat': 40.747679, 'lng': -73.95020199999999}"
7602,https://www.leasebreak.com/short-term-rental-details/140599/10-50-jackson-avenue,"10-50 Jackson Avenue, 8C",4000,12 MONTH MIN,Immediate,"Jul 03, 2020",2,1,Unfurnished Only,"['Private Outdoor Space', 'Pet Friendly', 'Elevator', 'High-rise']",Standard 12 Month Rental,Agent/Broker [Douglas Elliman],"Shaun Anders, (347) 266-XXXXClick to view",,Condo,Long Island City, Queens,"{'lat': 40.7422063, 'lng': -73.95273259999999}"
7603,https://www.leasebreak.com/short-term-rental-details/116039/13-12-33rd-avenue,"13-12 33rd Avenue, 2",4000,3 MONTH MIN,"Jul 27, 2019","Oct 31, 2019",2,1,Furnished Only,[],Short Term Rental,Agent/Broker [New York Habitat],Townhouse/house,No,The poster of this listing is charging a brokerage fee.,Astoria, Queens,"{'lat': 40.7654653, 'lng': -73.9347205}"
7604,https://www.leasebreak.com/short-term-rental-details/80209/3516-astoria-boulevard-south,"3516 Astoria Boulevard South, 5B",4000,1 MONTH MIN,Immediate,"Aug 03, 2019",1,1,Furnished Only,[],Short Term Rental,Agent/Broker [New York Habitat],Rental building,Not Sure,The poster of this listing is charging a brokerage fee.,Astoria, Queens,"{'lat': 40.7692264, 'lng': -73.9143316}"
7605,https://www.leasebreak.com/short-term-rental-details/128767/46-04-vernon-boulevard,"46-04 Vernon Boulevard, 3-C",4000,12 MONTH MIN,Immediate,"Jul 03, 2020",2,2,Unfurnished Only,['Elevator'],Standard 12 Month Rental,Agent/Broker [Compass],"Natalie Pigoulevsky, (917) 536-XXXXClick to view","Phillip Bonanni, (610) 392-XXXXClick to view",,Long Island City, Queens,"{'lat': 40.7467893, 'lng': -73.9529051}"
7606,https://www.leasebreak.com/short-term-rental-details/147734/4-74-48th-avenue,"4-74 48th Avenue, 7-J",3900,12 MONTH MIN,Immediate,"Jul 03, 2020",2,1,Unfurnished Only,"['Doorman', 'Elevator', 'Gym', 'High-rise']",Standard 12 Month Rental,Agent/Broker [Modern Spaces],863,,Condop,Long Island City, Queens,"{'lat': 40.7445345, 'lng': -73.9569504}"
7607,https://www.leasebreak.com/short-term-rental-details/89818/21-22-45th-avenue,21-22 45th Avenue,3900,1 MONTH MIN,Immediate,"Aug 01, 2019",2,1,Furnished Only,"['Renovated', 'Superb Views', 'Exceptional Light', 'Private Outdoor Space']",Short Term Rental,Individual Landlord ,Condo,Yes,The poster of this listing is NOT charging a brokerage fee.,Long Island City, Queens,"{'lat': 40.746978, 'lng': -73.946861}"
7608,https://www.leasebreak.com/short-term-rental-details/153726/41-22-24th-street,"41-22 24th Street, 7I1",3857,12 MONTH MIN,Immediate,"Jul 03, 2020",2,1,Unfurnished Only,"['Washer / Dryer', 'Doorman', 'Elevator', 'Pet Friendly']",Standard 12 Month Rental,Agent/Broker [REAL New York],"Kit Lam, (917) 216-XXXXClick to view",,Rental building,Long Island City, Queens,"{'lat': 40.7521681, 'lng': -73.94058249999999}"
7609,https://www.leasebreak.com/short-term-rental-details/144919/26-14-jackson-avenue,"26-14 Jackson Avenue, 6-D",3850,12 MONTH MIN,Immediate,"Jul 03, 2020",2,1,Unfurnished Only,"['Elevator', 'Pet Friendly', 'Gym']",Standard 12 Month Rental,Agent/Broker [Compass],"Margarita Sadovskaya, (917) 755-XXXXClick to view",,Rental building,Long Island City, Queens,"{'lat': 40.7471436, 'lng': -73.9416731}"
