,link,address,price,minimun_rent_range,movein,moveout,bedroom,bathroom,furnishied,amenity,listingtype,postedby,kind,renew,broker,borough1,borough2,coordinates
4800,https://www.leasebreak.com/short-term-rental-details/152981/2-cooper-square,"2 Cooper Square, 3S",3995,12 MONTH MIN,Immediate,"Jul 02, 2020",Studio,1,Unfurnished Only,"['Doorman', 'Elevator', 'Pet Friendly', 'High-rise']",Standard 12 Month Rental,Agent/Broker [Corcoran Group],,Condo,Probably. Please confirm.,Greenwich Village / Noho, Manhattan,"{'lat': 40.727405, 'lng': -73.9920307}"
4801,https://www.leasebreak.com/short-term-rental-details/102806/101-west-12th-street,"101 West 12th Street, 2-S",3995,12 MONTH MIN,Immediate,"Jul 01, 2020",Studio,1,Unfurnished Only,"['Elevator', 'Doorman', 'High-rise']",Standard 12 Month Rental,Agent/Broker [Compass],"Brian Kelley, (917) 674-XXXXClick to view",650,,Greenwich Village / Noho, Manhattan,"{'lat': 40.7364731, 'lng': -73.9978323}"
4802,https://www.leasebreak.com/short-term-rental-details/144292/325-west-77th-street,"325 West 77th Street, 4A",3995,13 MONTH MIN,Immediate,"Aug 01, 2020",2,1,Unfurnished Only,['Exceptional Light'],Lease Break,Agent/Broker [The Ready Group],Rental building,Yes,The poster of this listing is charging a brokerage fee.,Upper West Side, Manhattan,"{'lat': 40.7836337, 'lng': -73.9830259}"
4803,https://www.leasebreak.com/short-term-rental-details/154543/220-east-73rd-street,"220 East 73rd Street, 8F",3995,12 MONTH MIN,"Aug 01, 2019","Jul 31, 2020",1,1,Unfurnished Only,"['Doorman', 'Elevator', 'Pet Friendly', 'Gym']",Standard 12 Month Rental,Agent/Broker [Brown Harris Stevens],850,,Coop,Upper East Side, Manhattan,"{'lat': 40.7697297, 'lng': -73.9590126}"
4804,https://www.leasebreak.com/short-term-rental-details/72880/550-west-54th-street,"550 West 54th Street, 1732",3995,10 MONTH MIN,Immediate,"Apr 23, 2020",1,1,Any,"['Renovated', 'Superb Views', 'Exceptional Light', 'Doorman', 'Elevator', 'Pet Friendly', 'Gym']",Lease Assignment,Agent/Broker [Warburg Realty],Rental building,Yes,The poster of this listing is NOT charging a brokerage fee.,Midtown West, Manhattan,"{'lat': 40.76778789999999, 'lng': -73.99174099999999}"
4805,https://www.leasebreak.com/short-term-rental-details/145840/314-east-78th-street,"314 East 78th Street, 18",3995,12 MONTH MIN,Immediate,"Jul 02, 2020",3,1,Unfurnished Only,"['Pet Friendly', 'Elevator', 'High-rise']",Standard 12 Month Rental,Agent/Broker [Citi Habitats],"Anthony Dellecave, (212) 937-XXXXClick to view",,Condo,Upper East Side, Manhattan,"{'lat': 40.7721494, 'lng': -73.9549243}"
4806,https://www.leasebreak.com/short-term-rental-details/142790/188-east-64th-street,"188 East 64th Street, 2104",3995,12 MONTH MIN,Immediate,"Jul 02, 2020",1,1,Unfurnished Only,"['Private Outdoor Space', 'Doorman', 'Elevator', 'Pet Friendly', 'Gym']",Standard 12 Month Rental,Agent/Broker [Corcoran],"Michael Russell, (212) 821-XXXXClick to view","Stephen Geller, (212) 323-XXXXClick to view",,Upper East Side, Manhattan,"{'lat': 40.764593, 'lng': -73.964821}"
4807,https://www.leasebreak.com/short-term-rental-details/135395/15-broad-street,"15 Broad Street, 902",3995,12 MONTH MIN,Immediate,"Jul 02, 2020",1,1,Unfurnished Only,"['Washer / Dryer', 'Doorman', 'Elevator', 'Pet Friendly', 'Gym', 'High-rise']",Standard 12 Month Rental,Agent/Broker [Brown Harris Stevens],960,,Condo,Financial District, Manhattan,"{'lat': 40.7067114, 'lng': -74.010457}"
4808,https://www.leasebreak.com/short-term-rental-details/152809/159-east-92nd-street,"159 East 92nd Street, 17",3995,12 MONTH MIN,Immediate,"Jul 02, 2020",3,1,Unfurnished Only,"['Pet Friendly', 'Walk-up']",Standard 12 Month Rental,Agent/Broker [BOLD New York],,Rental building,Probably. Please confirm.,Upper East Side, Manhattan,"{'lat': 40.7831435, 'lng': -73.9518942}"
4809,https://www.leasebreak.com/short-term-rental-details/152554/7-rivington-street,"7 Rivington Street, 3A",3995,12 MONTH MIN,"Jul 07, 2019","Jul 06, 2020",2,1,Unfurnished Only,"['Washer / Dryer', 'Walk-up']",Standard 12 Month Rental,Agent/Broker [REAL New York],,Rental building,Probably. Please confirm.,Soho / Nolita, Manhattan,"{'lat': 40.721267, 'lng': -73.992847}"
