,link,address,price,minimun_rent_range,movein,moveout,bedroom,bathroom,furnishied,amenity,listingtype,postedby,kind,renew,broker,borough1,borough2,coordinates
5100,https://www.leasebreak.com/short-term-rental-details/152167/747-10th-avenue,"747 10th Avenue, 23-A",3700,12 MONTH MIN,"Jul 15, 2019","Jul 14, 2020",1,1,Unfurnished Only,"['Private Outdoor Space', 'Elevator', 'Doorman', 'High-rise']",Standard 12 Month Rental,Agent/Broker [Citi Habitats],,Rental building,Probably. Please confirm.,Midtown West, Manhattan,"{'lat': 40.76505110000001, 'lng': -73.9919558}"
5101,https://www.leasebreak.com/short-term-rental-details/151401/300-west-21st-street,"300 West 21st Street, 33",3700,12 MONTH MIN,Immediate,"Jul 02, 2020",1,1,Unfurnished Only,"['Pet Friendly', 'Elevator']",Standard 12 Month Rental,Agent/Broker [Preston Properties],720,,Rental building,Chelsea / Hudson Yards, Manhattan,"{'lat': 40.7440541, 'lng': -73.9998827}"
5102,https://www.leasebreak.com/short-term-rental-details/148873/210-east-60th-street,"210 East 60th Street, 3",3700,12 MONTH MIN,Immediate,"Jul 02, 2020",2,1,Unfurnished Only,"['Pet Friendly', 'Walk-up']",Standard 12 Month Rental,Agent/Broker [Citi Habitats],,Condo,Probably. Please confirm.,Upper East Side, Manhattan,"{'lat': 40.7617547, 'lng': -73.96558399999999}"
5103,https://www.leasebreak.com/short-term-rental-details/153485/355-east-4th-street,"355 East 4th Street, 2D",3700,12 MONTH MIN,"Aug 01, 2019","Jul 31, 2020",3,1,Unfurnished Only,"['Pet Friendly', 'Walk-up']",Standard 12 Month Rental,Agent/Broker [Keller Williams NYC],,Rental building,Probably. Please confirm.,East Village, Manhattan,"{'lat': 40.7214445, 'lng': -73.9779065}"
5104,https://www.leasebreak.com/short-term-rental-details/131221/533-east-12th-street,"533 East 12th Street, 6C",3700,2.5 MONTH MIN,Immediate,"Sep 22, 2019",1,1,Unfurnished Only,"['Renovated', 'Exceptional Light', 'Elevator', 'Pet Friendly']",Short Term Rental,Agent/Broker [Oxford Property Group],Rental building,Yes,The poster of this listing is charging a brokerage fee.,East Village, Manhattan,"{'lat': 40.7285905, 'lng': -73.9797262}"
5105,https://www.leasebreak.com/short-term-rental-details/153508/101-west-80th-street,"101 West 80th Street, 3B",3700,12 MONTH MIN,"Jul 15, 2019","Jul 14, 2020",1,1,Unfurnished Only,['Elevator'],Standard 12 Month Rental,Agent/Broker [Corcoran Group],"Daniel Douglas, (212) 875-XXXXClick to view",,Coop,Upper West Side, Manhattan,"{'lat': 40.7828272, 'lng': -73.9751746}"
5106,https://www.leasebreak.com/short-term-rental-details/152741/608-west-148th-street,"608 West 148th Street, 2",3700,12 MONTH MIN,"Aug 01, 2019","Jul 31, 2020",3,2,Unfurnished Only,"['Pet Friendly', 'Walk-up']",Standard 12 Month Rental,Agent/Broker [Citi Habitats],,Townhouse/house,Probably. Please confirm.,Hamilton Heights, Manhattan,"{'lat': 40.828394, 'lng': -73.94973999999999}"
5107,https://www.leasebreak.com/short-term-rental-details/146600/115-east-9th-street,"115 East 9th Street, 17R",3700,12 MONTH MIN,"Jul 15, 2019","Jul 14, 2020",1,1,Unfurnished Only,"['Doorman', 'Elevator', 'Pet Friendly']",Standard 12 Month Rental,Agent/Broker [Corcoran Group],"Ira Fields, (917) 771-XXXXClick to view","Sabine Modeste, (212) 941-XXXXClick to view",600,East Village, Manhattan,"{'lat': 40.7304584, 'lng': -73.98972309999999}"
5108,https://www.leasebreak.com/short-term-rental-details/150706/333-rector-place,"333 Rector Place, 707",3700,12 MONTH MIN,"Jul 15, 2019","Jul 14, 2020",Studio,1,Unfurnished Only,"['Washer / Dryer', 'Doorman', 'Elevator', 'Pet Friendly', 'Gym']",Standard 12 Month Rental,Agent/Broker [Compass],622,,Condo,Battery Park City, Manhattan,"{'lat': 40.7091668, 'lng': -74.0168839}"
5109,https://www.leasebreak.com/short-term-rental-details/50611/110-mulberry-street,"110 Mulberry Street, 1",3700,1 MONTH MIN,"Aug 01, 2019","Aug 31, 2019",2,1,Furnished Only,[],Lease Break,Agent/Broker [APT212],Rental building,Yes,The poster of this listing is charging a brokerage fee.,Little Italy / Chinatown, Manhattan,"{'lat': 40.7173065, 'lng': -73.9980881}"
5110,https://www.leasebreak.com/short-term-rental-details/148951/542-west-153rd-street,"542 West 153rd Street, 201",3700,1 MONTH MIN,Immediate,"Aug 01, 2019",2,1,Unfurnished Only,"['Washer / Dryer', 'Elevator', 'Pet Friendly', 'Gym']",Standard 12 Month Rental,Agent/Broker [Compass],"Dianne Howard, (917) 549-XXXXClick to view","Maria Matos, (646) 963-XXXXClick to view",,Hamilton Heights, Manhattan,"{'lat': 40.8310493, 'lng': -73.9461742}"
5111,https://www.leasebreak.com/short-term-rental-details/126682/150-west-51st-street,"150 West 51st Street, 1131",3700,12 MONTH MIN,Immediate,"Jul 02, 2020",1,1,Furnished Only,"['Elevator', 'Doorman', 'High-rise']",Standard 12 Month Rental,Agent/Broker [Douglas Elliman],"Jeff Adler, (917) 968-XXXXClick to view",,Condo,Midtown West, Manhattan,"{'lat': 40.7614322, 'lng': -73.9826006}"
5112,https://www.leasebreak.com/short-term-rental-details/112094/635-west-42nd-street,"635 West 42nd Street, 8-F",3700,3 MONTH MIN,Immediate,"Sep 30, 2019",1,1,Unfurnished Only,"['Washer / Dryer', 'Doorman', 'Elevator', 'Pet Friendly', 'Gym', 'High-rise']",Short Term Rental,Agent/Broker [Compass],"Susie Park, (917) 577-XXXXClick to view","Rosalie O'mahony, (732) 232-XXXXClick to view",,Midtown West, Manhattan,"{'lat': 40.7615258, 'lng': -73.9994336}"
5113,https://www.leasebreak.com/short-term-rental-details/140013/306-west-100th-street,"306 West 100th Street, 55",3700,12 MONTH MIN,Immediate,"Jul 02, 2020",2,1,Unfurnished Only,['Elevator'],Standard 12 Month Rental,Agent/Broker [Corcoran Group],,Coop,Probably. Please confirm.,Upper West Side, Manhattan,"{'lat': 40.797907, 'lng': -73.97214199999999}"
