,link,address,price,minimun_rent_range,movein,moveout,bedroom,bathroom,furnishied,amenity,listingtype,postedby,kind,renew,broker,borough1,borough2,coordinates
6000,https://www.leasebreak.com/short-term-rental-details/152131/529-east-85th-street,"529 East 85th Street, 1A",3000,12 MONTH MIN,Immediate,"Jul 02, 2020",1,1,Unfurnished Only,['Walk-up'],Standard 12 Month Rental,Agent/Broker [Douglas Elliman],,Condop,Probably. Please confirm.,Upper East Side, Manhattan,"{'lat': 40.7748209, 'lng': -73.9461311}"
6001,https://www.leasebreak.com/short-term-rental-details/148805/101-west-23rd-street,"101 West 23rd Street, 4-O",3000,12 MONTH MIN,Immediate,"Jul 02, 2020",Studio,1,Unfurnished Only,"['Doorman', 'Elevator', 'Pet Friendly']",Standard 12 Month Rental,Agent/Broker [Citi Habitats],"Harry Ego, (646) 484-XXXXClick to view",,Coop,Chelsea / Hudson Yards, Manhattan,"{'lat': 40.743355, 'lng': -73.99296}"
6002,https://www.leasebreak.com/short-term-rental-details/147018/150-west-51st-street,"150 West 51st Street, 926",3000,12 MONTH MIN,Immediate,"Jul 02, 2020",1,1,Unfurnished Only,"['Doorman', 'Elevator', 'Gym', 'High-rise']",Standard 12 Month Rental,Agent/Broker [Brown Harris Stevens],,Condo,Probably. Please confirm.,Midtown West, Manhattan,"{'lat': 40.7614322, 'lng': -73.9826006}"
6003,https://www.leasebreak.com/short-term-rental-details/143179/140-east-56th-street,"140 East 56th Street, 2H",3000,12 MONTH MIN,Immediate,"Jul 02, 2020",1,1,Unfurnished Only,"['Elevator', 'Doorman']",Standard 12 Month Rental,Agent/Broker [Halstead],700,,Condo,Midtown East, Manhattan,"{'lat': 40.7600172, 'lng': -73.9694231}"
6004,https://www.leasebreak.com/short-term-rental-details/150092/392-central-park-west,392 Central Park West,3000,1 MONTH MIN,Immediate,"Jul 12, 2019",1,1,Furnished Only,"['Renovated', 'Superb Views', 'Exceptional Light', 'Doorman', 'Elevator', 'Gym']",Sublease,Tenant/Renter ,,Condo,No,Upper West Side, Manhattan,"{'lat': 40.7945469, 'lng': -73.9649582}"
6005,https://www.leasebreak.com/short-term-rental-details/150351/186-west-80th-street,"186 West 80th Street, 7-J",3000,12 MONTH MIN,Immediate,"Jul 02, 2020",1,1,Unfurnished Only,"['Doorman', 'Elevator', 'Gym']",Standard 12 Month Rental,Agent/Broker [Citi Habitats],"Rj Lennon, (646) 676-XXXXClick to view",,Condo,Upper West Side, Manhattan,"{'lat': 40.7836171, 'lng': -73.9776303}"
6006,https://www.leasebreak.com/short-term-rental-details/152655/142-east-49th-street,"142 East 49th Street, 3C",3000,12 MONTH MIN,Immediate,"Jul 02, 2020",1,1,Unfurnished Only,"['Pet Friendly', 'Elevator', 'High-rise']",Standard 12 Month Rental,Agent/Broker [Douglas Elliman],,Condop,Probably. Please confirm.,Midtown West, Manhattan,"{'lat': 40.7553922, 'lng': -73.9723049}"
6007,https://www.leasebreak.com/short-term-rental-details/153935/178-east-2nd-street,"178 East 2nd Street, 1B",3000,12 MONTH MIN,Immediate,"Jul 02, 2020",1,1,Unfurnished Only,"['Pet Friendly', 'Walk-up']",Standard 12 Month Rental,Agent/Broker [FirstService Realty NYC],,Condo,Probably. Please confirm.,East Village, Manhattan,"{'lat': 40.7225827, 'lng': -73.98448309999999}"
6008,https://www.leasebreak.com/short-term-rental-details/147549/31-east-1st-street,"31 East 1st Street, 4-A",3000,12 MONTH MIN,Immediate,"Jul 02, 2020",1,1,Unfurnished Only,['Walk-up'],Standard 12 Month Rental,Agent/Broker [Compass],"Jack Leguelaff, (516) 232-XXXXClick to view",,Rental building,East Village, Manhattan,"{'lat': 40.746393, 'lng': -73.985702}"
6009,https://www.leasebreak.com/short-term-rental-details/154207/505-west-122nd-street,"505 West 122nd Street, 1",3000,12 MONTH MIN,Immediate,"Jul 02, 2020",2,1,Unfurnished Only,"['Pet Friendly', 'Walk-up']",Standard 12 Month Rental,Agent/Broker [Skyward],,Rental building,Probably. Please confirm.,Morningside Heights, Manhattan,"{'lat': 40.8110215, 'lng': -73.9588413}"
