,link,address,price,minimun_rent_range,movein,moveout,bedroom,bathroom,furnishied,amenity,listingtype,postedby,kind,renew,broker,borough1,borough2,coordinates
3000,https://www.leasebreak.com/short-term-rental-details/144729/238-west-108th-street,"238 West 108th Street, GARDEN",8500,12 MONTH MIN,Immediate,"Jul 02, 2020",3,2.5,Unfurnished Only,"['Washer / Dryer', 'Pet Friendly', 'Elevator']",Standard 12 Month Rental,Agent/Broker [Halstead],2048,,Condo,Upper West Side, Manhattan,"{'lat': 40.8024903, 'lng': -73.96674589999999}"
3001,https://www.leasebreak.com/short-term-rental-details/152676/20-pine-street,"20 Pine Street, 3204",8500,12 MONTH MIN,Immediate,"Jul 02, 2020",2,2,Unfurnished Only,"['Washer / Dryer', 'Doorman', 'Gym', 'Loft']",Standard 12 Month Rental,Agent/Broker [Compass],1573,,Condo,Financial District, Manhattan,"{'lat': 40.707729, 'lng': -74.0097327}"
3002,https://www.leasebreak.com/short-term-rental-details/114033/429-east-52nd-street,429 East 52nd Street,8500,26 MONTH MIN,Immediate,"Aug 18, 2021",2,2,Any,"['Renovated', 'Superb Views', 'Exceptional Light', 'Doorman', 'Elevator', 'Pet Friendly', 'Gym']",Short Term Rental,Professional Landlord ,Rental building,Yes,The poster of this listing is NOT charging a brokerage fee.,Midtown East, Manhattan,"{'lat': 40.7550276, 'lng': -73.9637644}"
3003,https://www.leasebreak.com/short-term-rental-details/146314/158-west-81st-street,"158 West 81st Street, PH",8500,12 MONTH MIN,Immediate,"Jul 02, 2020",2,2,Unfurnished Only,"['Private Outdoor Space', 'Elevator', 'High-rise']",Standard 12 Month Rental,Agent/Broker [Citi Habitats],1079,,Condo,Upper West Side, Manhattan,"{'lat': 40.7837813, 'lng': -73.97646019999999}"
3004,https://www.leasebreak.com/short-term-rental-details/149901/134-east-93rd-street,"134 East 93rd Street, 12B",8500,12 MONTH MIN,"Aug 05, 2019","Aug 04, 2020",3,3,Unfurnished Only,"['Doorman', 'Elevator', 'Pet Friendly', 'Gym']",Standard 12 Month Rental,Agent/Broker [Corcoran Group],"Stephen Gutman, (212) 605-XXXXClick to view",,Condo,Upper East Side, Manhattan,"{'lat': 40.7839082, 'lng': -73.9526021}"
3005,https://www.leasebreak.com/short-term-rental-details/111762/240-west-22nd-street,240 West 22nd Street,8500,1 MONTH MIN,Immediate,"Jul 11, 2019",3,3,Furnished Only,[],Short Term Rental,Individual Landlord ,Townhouse/house,Not Sure,The poster of this listing is NOT charging a brokerage fee.,Chelsea / Hudson Yards, Manhattan,"{'lat': 40.7438753, 'lng': -73.9976257}"
3006,https://www.leasebreak.com/short-term-rental-details/149140/180-waverly-place,"180 Waverly Place, 2",8500,12 MONTH MIN,"Aug 01, 2019","Jul 31, 2020",3,2,Unfurnished Only,['Walk-up'],Standard 12 Month Rental,Agent/Broker [Douglas Elliman],1300,,Condop,West Village / Meatpacking District, Manhattan,"{'lat': 40.7342607, 'lng': -74.0014936}"
3007,https://www.leasebreak.com/short-term-rental-details/148381/30-waterside-plaza,"30 Waterside Plaza, 36A",8500,3 MONTH MIN,Immediate,"Sep 30, 2019",3,2,Furnished Only,"['Superb Views', 'Exceptional Light', 'Doorman', 'Elevator', 'Gym']",Short Term Rental,"Agent/Broker [New York Casas, Ltd]",Rental building,Yes,The poster of this listing is charging a brokerage fee.,Murray Hill / Kips Bay, Manhattan,"{'lat': 40.73795339999999, 'lng': -73.9733511}"
3008,https://www.leasebreak.com/short-term-rental-details/144803/1-west-end-avenue,"1 West End Avenue, 20H",8500,12 MONTH MIN,Immediate,"Jul 02, 2020",2,2.5,Unfurnished Only,"['Washer / Dryer', 'Elevator', 'Gym', 'High-rise']",Standard 12 Month Rental,Agent/Broker [Halstead],1375,,Condo,Upper West Side, Manhattan,"{'lat': 40.7720223, 'lng': -73.99058819999999}"
3009,https://www.leasebreak.com/short-term-rental-details/148387/400-5th-avenue,"400 5th Avenue, 35E",8500,13 MONTH MIN,Immediate,"Aug 01, 2020",2,2.5,Unfurnished Only,"['Superb Views', 'Exceptional Light', 'Doorman', 'Elevator', 'Pet Friendly', 'Gym']",Standard 12 Month Rental,"Agent/Broker [New York Casas, Ltd]",Condo,Yes,The poster of this listing is charging a brokerage fee.,Nomad, Manhattan,"{'lat': 40.7501833, 'lng': -73.98375899999999}"
