,link,address,price,minimun_rent_range,movein,moveout,bedroom,bathroom,furnishied,amenity,listingtype,postedby,kind,renew,broker,borough1,borough2,coordinates
7500,https://www.leasebreak.com/short-term-rental-details/150765/35-west-65th-street,35 West 65th Street,1453,10 MONTH MIN,"Aug 01, 2019","May 31, 2020",Just a Room,1 (Shared),Unfurnished Only,['Elevator'],Apartment Share,Tenant/Renter ,,Rental building,Not Sure,Upper West Side, Manhattan,"{'lat': 40.772783, 'lng': -73.9810516}"
7501,https://www.leasebreak.com/short-term-rental-details/152632/67-wall-street,67 Wall Street,1450,1 MONTH MIN,"Jul 15, 2019","Aug 18, 2019",Just a Room,1 (Shared),Furnished Only,"['Renovated', 'Exceptional Light', 'Doorman', 'Elevator', 'Gym']",Apartment Share,Tenant/Renter ,,Rental building,No,Financial District, Manhattan,"{'lat': 40.7055567, 'lng': -74.00841319999999}"
7502,https://www.leasebreak.com/short-term-rental-details/153250/431-west-45th-street,"431 West 45th Street, 5B",1450,12 MONTH MIN,"Jul 07, 2019","Jul 06, 2020",Studio,1,Unfurnished Only,['Elevator'],Standard 12 Month Rental,Agent/Broker [Corcoran Group],,Rental building,Probably. Please confirm.,Midtown West, Manhattan,"{'lat': 40.7610686, 'lng': -73.9925363}"
7503,https://www.leasebreak.com/short-term-rental-details/146893/690-greenwich-street,690 Greenwich Street,1425,1 MONTH MIN,Immediate,"Jul 31, 2019",Just a Room,1 (Shared),Furnished Only,"['Private Outdoor Space', 'Elevator']",Apartment Share,Individual Landlord ,Rental building,Yes,The poster of this listing is NOT charging a brokerage fee.,West Village / Meatpacking District, Manhattan,"{'lat': 40.7330974, 'lng': -74.0075987}"
7504,https://www.leasebreak.com/short-term-rental-details/126328/108-west-119th-street,108 West 119th Street,1415,1 MONTH MIN,"Jul 31, 2019","Aug 30, 2019",Just a Room,1 (Shared),Furnished Only,"['Renovated', 'Superb Views', 'Exceptional Light']",Apartment Share,Professional Landlord ,Townhouse/house,Yes,The poster of this listing is NOT charging a brokerage fee.,West Harlem, Manhattan,"{'lat': 40.8041463, 'lng': -73.9491505}"
7505,https://www.leasebreak.com/short-term-rental-details/83495/236-west-135th-street,"236 West 135th Street, 4A",1400,8 MONTH MIN,Immediate,"Feb 26, 2020",Just a Room,2 (Shared),Furnished Only,['Renovated'],Apartment Share,Agent/Broker [NextHome Residential ],Rental building,Yes,The poster of this listing is NOT charging a brokerage fee.,West Harlem, Manhattan,"{'lat': 40.8156141, 'lng': -73.9451438}"
7506,https://www.leasebreak.com/short-term-rental-details/115288/310-west-115th-street,"310 West 115th Street, 1",1400,3 MONTH MIN,"Aug 01, 2019","Oct 31, 2019",Just a Room,1.5 (Shared),Any,"['Renovated', 'Private Outdoor Space']",Apartment Share,Agent/Broker [Big Apple Living],Townhouse/house,Yes,The poster of this listing is NOT charging a brokerage fee.,West Harlem, Manhattan,"{'lat': 40.8038811, 'lng': -73.95663549999999}"
7507,https://www.leasebreak.com/short-term-rental-details/151453/116-west-131st-street,"116 West 131st Street, 1",1400,12 MONTH MIN,Immediate,"Jul 03, 2020",Studio,1,Unfurnished Only,['Walk-up'],Standard 12 Month Rental,Agent/Broker [Compass],,Rental building,Probably. Please confirm.,West Harlem, Manhattan,"{'lat': 40.8118183, 'lng': -73.9437317}"
7508,https://www.leasebreak.com/short-term-rental-details/18129/100-1-2-west-130th-street,"100 1/2 West 130th Street, C",1400,1 MONTH MIN,Immediate,"Aug 03, 2019",Just a Room,1 (Shared),Furnished Only,[],Apartment Share,Agent/Broker [New York Habitat],Rental building,Yes,The poster of this listing is charging a brokerage fee.,Central Harlem, Manhattan,"{'lat': 40.8110369, 'lng': -73.943658}"
7509,https://www.leasebreak.com/short-term-rental-details/152279/1790-3rd-avenue,"1790 3rd Avenue, 401 ROOM 1 OF 2",1395,1 MONTH MIN,"Aug 01, 2019","Aug 31, 2019",Just a Room,1 (Shared),Furnished Only,"['Renovated', 'Elevator']",Apartment Share,Agent/Broker [APT212],Rental building,Not Sure,The poster of this listing is charging a brokerage fee.,Upper East Side, Manhattan,"{'lat': 40.7874864, 'lng': -73.947991}"
