,link,address,price,minimun_rent_range,movein,moveout,bedroom,bathroom,furnishied,amenity,listingtype,postedby,kind,renew,broker,borough1,borough2,coordinates
1900,https://www.leasebreak.com/short-term-rental-details/154333/518-bainbridge-street,"518 Bainbridge Street, 2A",1800,12 MONTH MIN,"Jul 15, 2019","Jul 14, 2020",1,1,Unfurnished Only,"['Private Outdoor Space', 'Walk-up']",Standard 12 Month Rental,Agent/Broker [Douglas Elliman],,Condop,Probably. Please confirm.,Bedford-Stuyvesant, Brooklyn,"{'lat': 40.682429, 'lng': -73.91613699999999}"
1901,https://www.leasebreak.com/short-term-rental-details/154337/264-webster-avenue,"264 Webster Avenue, 205",1800,12 MONTH MIN,Immediate,"Jul 02, 2020",Studio,1,Unfurnished Only,"['Washer / Dryer', 'Doorman', 'Elevator', 'Pet Friendly', 'Gym']",Standard 12 Month Rental,Agent/Broker [Warburg Realty],435,,Condo,Kensington, Brooklyn,"{'lat': 40.632529, 'lng': -73.970888}"
1902,https://www.leasebreak.com/short-term-rental-details/154104/276-throop-avenue,"276 Throop Avenue, 3-A",1800,12 MONTH MIN,Immediate,"Jul 02, 2020",1,1,Unfurnished Only,"['Pet Friendly', 'Walk-up']",Standard 12 Month Rental,Agent/Broker [Compass],"Dennis Laronga, (917) 991-XXXXClick to view",,Rental building,Bedford-Stuyvesant, Brooklyn,"{'lat': 40.6947528, 'lng': -73.9434819}"
1903,https://www.leasebreak.com/short-term-rental-details/147961/229-veronica-place,"229 Veronica Place, 2",1800,12 MONTH MIN,Immediate,"Jul 02, 2020",1,1,Unfurnished Only,"['Pet Friendly', 'Walk-up']",Standard 12 Month Rental,Agent/Broker [Abacus Properties],,Rental building,Probably. Please confirm.,Flatbush, Brooklyn,"{'lat': 40.6443976, 'lng': -73.95236469999999}"
1904,https://www.leasebreak.com/short-term-rental-details/154783/2537-church-avenue,"2537 Church Avenue, 2-F",1795,12 MONTH MIN,Immediate,"Jul 02, 2020",2,1,Unfurnished Only,"['Pet Friendly', 'Walk-up']",Standard 12 Month Rental,Agent/Broker [Citi Habitats],"Shloma Hecht, (718) 384-XXXXClick to view",,Rental building,Flatbush, Brooklyn,"{'lat': 40.6508519, 'lng': -73.95354739999999}"
1905,https://www.leasebreak.com/short-term-rental-details/152238/2249-ocean-avenue,"2249 Ocean Avenue, 4-D",1790,12 MONTH MIN,Immediate,"Jul 02, 2020",1,1,Unfurnished Only,['Elevator'],Standard 12 Month Rental,Agent/Broker [Keller Williams NYC],"Ethan Karavani, (201) 815-XXXXClick to view",,Rental building,Other Brooklyn, Brooklyn,"{'lat': 40.6069235, 'lng': -73.9524912}"
1906,https://www.leasebreak.com/short-term-rental-details/149552/1717-ave-n,"1717 Ave N, 5-H",1775,12 MONTH MIN,Immediate,"Jul 02, 2020",1,1,Unfurnished Only,['Elevator'],Standard 12 Month Rental,Agent/Broker [Keller Williams NYC],,Coop,Probably. Please confirm.,Midwood, Brooklyn,"{'lat': 40.6160903, 'lng': -73.9572439}"
1907,https://www.leasebreak.com/short-term-rental-details/153139/7912-ridge-boulevard,"7912 Ridge Boulevard, 3",1775,12 MONTH MIN,Immediate,"Jul 02, 2020",2,1,Unfurnished Only,"['Pet Friendly', 'Walk-up']",Standard 12 Month Rental,Agent/Broker [Corcoran Group],,Townhouse/house,Probably. Please confirm.,Bay Ridge, Brooklyn,"{'lat': 40.6289513, 'lng': -74.032009}"
1908,https://www.leasebreak.com/short-term-rental-details/150880/2501-nostrand-avenue,"2501 Nostrand Avenue, 6-V",1775,12 MONTH MIN,Immediate,"Jul 02, 2020",1,1,Unfurnished Only,"['Pet Friendly', 'Elevator']",Standard 12 Month Rental,Agent/Broker [Citi Habitats],,Rental building,Probably. Please confirm.,Other Brooklyn, Brooklyn,"{'lat': 40.6236901, 'lng': -73.94594740000001}"
1909,https://www.leasebreak.com/short-term-rental-details/152838/65-east-19th-street,"65 East 19th Street, 10-E",1750,12 MONTH MIN,Immediate,"Jul 02, 2020",Studio,1,Unfurnished Only,['Walk-up'],Standard 12 Month Rental,Agent/Broker [Compass],,Rental building,Probably. Please confirm.,Flatbush, Brooklyn,"{'lat': 40.648028, 'lng': -73.9615603}"
