,link,address,price,minimun_rent_range,movein,moveout,bedroom,bathroom,furnishied,amenity,listingtype,postedby,kind,renew,broker,borough1,borough2,coordinates
4300,https://www.leasebreak.com/short-term-rental-details/148402/2-water-street,"2 Water Street, 11A",4595,13 MONTH MIN,Immediate,"Aug 01, 2020",1,1,Unfurnished Only,"['Washer / Dryer', 'Pet Friendly', 'Doorman', 'Walk-up']",Standard 12 Month Rental,Agent/Broker [Mirador Real Estate],,Rental building,Probably. Please confirm.,Financial District, Manhattan,"{'lat': 40.7028416, 'lng': -74.0126922}"
4301,https://www.leasebreak.com/short-term-rental-details/155088/2-bank-street,"2 Bank Street, 17",4595,12 MONTH MIN,"Aug 01, 2019","Jul 31, 2020",2,2,Unfurnished Only,"['Washer / Dryer', 'Pet Friendly', 'Walk-up']",Standard 12 Month Rental,Agent/Broker [Bond New York],"Thomas Bohan, (917) 992-XXXXClick to view",,Rental building,West Village / Meatpacking District, Manhattan,"{'lat': 40.7362237, 'lng': -74.00734469999999}"
4302,https://www.leasebreak.com/short-term-rental-details/151550/227-mulberry-street,"227 Mulberry Street, 4Q",4595,12 MONTH MIN,Immediate,"Jul 02, 2020",1,1,Unfurnished Only,"['Elevator', 'Doorman']",Standard 12 Month Rental,Agent/Broker [REAL New York],"Dan Mordekai, (516) 650-XXXXClick to view",,Rental building,Soho / Nolita, Manhattan,"{'lat': 40.7225831, 'lng': -73.9962714}"
4303,https://www.leasebreak.com/short-term-rental-details/151679/632-634-east-11th-street,"632-634 East 11th Street, 25",4583,12 MONTH MIN,"Jul 14, 2019","Jul 13, 2020",3,2,Unfurnished Only,"['Washer / Dryer', 'Pet Friendly', 'Walk-up']",Standard 12 Month Rental,Agent/Broker [Bold New York],,Rental building,Probably. Please confirm.,East Village, Manhattan,"{'lat': 40.7266883, 'lng': -73.9781845}"
4304,https://www.leasebreak.com/short-term-rental-details/152766/20-ave-a,"20 Ave A, 4-C",4579,12 MONTH MIN,"Aug 01, 2019","Jul 31, 2020",2,2,Unfurnished Only,"['Washer / Dryer', 'Doorman', 'Elevator', 'Pet Friendly']",Standard 12 Month Rental,Agent/Broker [Platinum Properties],,Rental building,Probably. Please confirm.,East Village, Manhattan,"{'lat': 40.7227711, 'lng': -73.98562}"
4305,https://www.leasebreak.com/short-term-rental-details/153742/142-sullivan-street,"142 Sullivan Street, 19",4578,12 MONTH MIN,"Aug 01, 2019","Jul 31, 2020",2,1,Unfurnished Only,"['Pet Friendly', 'Walk-up']",Standard 12 Month Rental,Agent/Broker [Platinum Properties],"Sarah Weismer, (917) 999-XXXXClick to view",1100,,Soho / Nolita, Manhattan,"{'lat': 40.7271061, 'lng': -74.002213}"
4306,https://www.leasebreak.com/short-term-rental-details/135975/60-riverside-boulevard,60 Riverside Boulevard,4570,5.5 MONTH MIN,Immediate,"Dec 09, 2019",1,1,Any,"['Renovated', 'Exceptional Light', 'Doorman', 'Elevator', 'Pet Friendly', 'Gym']",Lease Assignment,Tenant/Renter ,,Rental building,Yes,Midtown West, Manhattan,"{'lat': 40.7745291, 'lng': -73.99088739999999}"
4307,https://www.leasebreak.com/short-term-rental-details/139683/60-riverside-boulevard,"60 Riverside Boulevard, 908",4570,12 MONTH MIN,Immediate,"Jul 02, 2020",1,1,Unfurnished Only,"['Doorman', 'Elevator', 'Gym']",Standard 12 Month Rental,Agent/Broker [Citi Habitats],"Joanna Penny, (212) 957-XXXXClick to view",850,,Upper West Side, Manhattan,"{'lat': 40.7745737, 'lng': -73.99097859999999}"
4308,https://www.leasebreak.com/short-term-rental-details/144901/8-spruce-street,"8 Spruce Street, 19-B",4560,12.5 MONTH MIN,Immediate,"Jul 14, 2020",1,1,Unfurnished Only,"['Renovated', 'Superb Views', 'Exceptional Light', 'Washer / Dryer', 'Doorman', 'Elevator', 'Pet Friendly', 'Gym', 'High-rise']",Lease Break,Agent/Broker [Compass],"Li Chuang, (408) 460-XXXXClick to view",800,,Financial District, Manhattan,"{'lat': 40.7108238, 'lng': -74.00565089999999}"
4309,https://www.leasebreak.com/short-term-rental-details/151049/116-central-park-south,"116 Central Park South, 5B",4550,12 MONTH MIN,Immediate,"Jul 02, 2020",1,2,Furnished Only,"['Washer / Dryer', 'Doorman', 'Elevator', 'Pet Friendly', 'High-rise']",Standard 12 Month Rental,Agent/Broker [Douglas Elliman],780,,Condo,Central Park South, Manhattan,"{'lat': 40.7828647, 'lng': -73.9653551}"
4310,https://www.leasebreak.com/short-term-rental-details/154642/295-park-avenue-south,"295 Park Avenue South, 10K",4550,12 MONTH MIN,"Aug 01, 2019","Jul 31, 2020",2,1,Unfurnished Only,"['Elevator', 'Doorman', 'High-rise']",Standard 12 Month Rental,Agent/Broker [FirstService Realty],,Rental building,Probably. Please confirm.,Gramercy Park, Manhattan,"{'lat': 40.7398496, 'lng': -73.9863203}"
4311,https://www.leasebreak.com/short-term-rental-details/154411/242-west-53rd-street,"242 West 53rd Street, 29-D",4550,12 MONTH MIN,Immediate,"Jul 02, 2020",1,1,Unfurnished Only,"['Washer / Dryer', 'Doorman', 'Elevator', 'Pet Friendly', 'Gym', 'High-rise']",Standard 12 Month Rental,Agent/Broker [Triumph Property Group],,Rental building,Probably. Please confirm.,Midtown West, Manhattan,"{'lat': 40.7636601, 'lng': -73.98402089999999}"
4312,https://www.leasebreak.com/short-term-rental-details/147268/10-rutgers-street,"10 Rutgers Street, 5W",4550,12 MONTH MIN,Immediate,"Jul 02, 2020",2,1,Unfurnished Only,"['Washer / Dryer', 'Doorman', 'Elevator', 'Pet Friendly']",Standard 12 Month Rental,Agent/Broker [Real New York Properties],"Johnson Tsai, (949) 350-XXXXClick to view",,Rental building,Lower East Side, Manhattan,"{'lat': 40.7138138, 'lng': -73.9905677}"
4313,https://www.leasebreak.com/short-term-rental-details/152662/330-east-63rd-street,"330 East 63rd Street, 3D",4550,12 MONTH MIN,"Jul 31, 2019","Jul 30, 2020",2,1,Unfurnished Only,"['Doorman', 'Elevator', 'Pet Friendly']",Standard 12 Month Rental,Agent/Broker [Douglas Elliman],,Condop,Probably. Please confirm.,Upper East Side, Manhattan,"{'lat': 40.7623156, 'lng': -73.9612848}"
4314,https://www.leasebreak.com/short-term-rental-details/152926/251-west-71st-street,"251 West 71st Street, 5C",4550,24.5 MONTH MIN,Immediate,"Jul 02, 2021",2,1,Unfurnished Only,"['Pet Friendly', 'Elevator']",Standard 12 Month Rental,Agent/Broker [Halstead Property],"Lawrence Kieran, (212) 381-XXXXClick to view",,Condo,Upper West Side, Manhattan,"{'lat': 40.7788133, 'lng': -73.9838523}"
4315,https://www.leasebreak.com/short-term-rental-details/152170/747-10th-avenue,"747 10th Avenue, 3-J",4550,12 MONTH MIN,"Jul 15, 2019","Jul 14, 2020",2,1,Unfurnished Only,"['Elevator', 'Doorman', 'High-rise']",Standard 12 Month Rental,Agent/Broker [Citi Habitats],,Rental building,Probably. Please confirm.,Midtown West, Manhattan,"{'lat': 40.76505110000001, 'lng': -73.9919558}"
