,link,address,price,minimun_rent_range,movein,moveout,bedroom,bathroom,furnishied,amenity,listingtype,postedby,kind,renew,broker,borough1,borough2,coordinates
4100,https://www.leasebreak.com/short-term-rental-details/150612/55-west-95th-street,"55 West 95th Street, 65",4950,24.5 MONTH MIN,Immediate,"Jul 02, 2021",3,1.5,Unfurnished Only,"['Doorman', 'Elevator', 'Pet Friendly']",Standard 12 Month Rental,Agent/Broker [Stribling & Associates],,Coop,Probably. Please confirm.,Upper West Side, Manhattan,"{'lat': 40.7919577, 'lng': -73.96695559999999}"
4101,https://www.leasebreak.com/short-term-rental-details/150871/343-west-29th-street,"343 West 29th Street, 2",4950,12 MONTH MIN,"Aug 01, 2019","Jul 31, 2020",2,1,Unfurnished Only,['Walk-up'],Standard 12 Month Rental,Agent/Broker [Corcoran Group],1250,,Townhouse/house,Chelsea / Hudson Yards, Manhattan,"{'lat': 40.75003299999999, 'lng': -73.997479}"
4102,https://www.leasebreak.com/short-term-rental-details/139397/242-west-53rd-street,"242 West 53rd Street, 26-F",4950,12 MONTH MIN,Immediate,"Jul 02, 2020",1,1,Unfurnished Only,"['Washer / Dryer', 'Doorman', 'Elevator', 'Pet Friendly', 'Gym', 'High-rise']",Standard 12 Month Rental,Agent/Broker [Triumph Property Group],,Rental building,Probably. Please confirm.,Midtown West, Manhattan,"{'lat': 40.7636601, 'lng': -73.98402089999999}"
4103,https://www.leasebreak.com/short-term-rental-details/119444/101-west-24th-street,"101 West 24th Street, 11-H",4950,12 MONTH MIN,Immediate,"Jul 02, 2020",1,1,Furnished Only,"['Washer / Dryer', 'Doorman', 'Elevator', 'Gym', 'High-rise']",Standard 12 Month Rental,Agent/Broker [Engel & Volkers NYC],834,,Condo,Chelsea / Hudson Yards, Manhattan,"{'lat': 40.7438106, 'lng': -73.9924776}"
4104,https://www.leasebreak.com/short-term-rental-details/147890/116-central-park-south,"116 Central Park South, 12C",4950,12 MONTH MIN,Immediate,"Jul 02, 2020",2,1,Unfurnished Only,"['Doorman', 'Elevator', 'Gym']",Standard 12 Month Rental,Agent/Broker [Corcoran Group],"Vidal Chavez, (212) 444-XXXXClick to view",1143,,Central Park South, Manhattan,"{'lat': 40.7828647, 'lng': -73.9653551}"
4105,https://www.leasebreak.com/short-term-rental-details/151730/437-west-22nd-street,"437 West 22nd Street, 1",4950,12 MONTH MIN,Immediate,"Jul 02, 2020",2,1.5,Unfurnished Only,['Walk-up'],Standard 12 Month Rental,Agent/Broker [Bold New York],,Rental building,Probably. Please confirm.,Chelsea / Hudson Yards, Manhattan,"{'lat': 40.746527, 'lng': -74.00284599999999}"
4106,https://www.leasebreak.com/short-term-rental-details/152510/244-west-121st-street,"244 West 121st Street, 1P",4950,12 MONTH MIN,Immediate,"Jul 02, 2020",3,3,Unfurnished Only,"['Washer / Dryer', 'Walk-up']",Standard 12 Month Rental,Agent/Broker [LG Fairmont Group],"Barbara Lindorme, (917) 225-XXXXClick to view",2640,,West Harlem, Manhattan,"{'lat': 40.80694810000001, 'lng': -73.9519057}"
4107,https://www.leasebreak.com/short-term-rental-details/139465/123-washington-street,"123 Washington Street, PH56H",4950,12 MONTH MIN,Immediate,"Jul 02, 2020",1,1,Unfurnished Only,"['Doorman', 'Elevator', 'Gym']",Standard 12 Month Rental,Agent/Broker [Corcoran Group],,Condo,Probably. Please confirm.,Financial District, Manhattan,"{'lat': 40.7091614, 'lng': -74.0137115}"
4108,https://www.leasebreak.com/short-term-rental-details/146137/47-east-64th-street,"47 East 64th Street, 6N",4950,12 MONTH MIN,Immediate,"Jul 02, 2020",1,1,Unfurnished Only,"['Elevator', 'High-rise']",Standard 12 Month Rental,Agent/Broker [Douglas Elliman],"Jessica Wolf, (847) 414-XXXXClick to view",,Condop,Upper East Side, Manhattan,"{'lat': 40.7664522, 'lng': -73.9680876}"
4109,https://www.leasebreak.com/short-term-rental-details/152289/632-634-east-11th-street,"632-634 East 11th Street, 7",4950,12 MONTH MIN,Immediate,"Jul 02, 2020",3,2,Unfurnished Only,"['Private Outdoor Space', 'Washer / Dryer', 'Pet Friendly', 'Walk-up']",Standard 12 Month Rental,Agent/Broker [Bold New York],,Rental building,Probably. Please confirm.,East Village, Manhattan,"{'lat': 40.7266883, 'lng': -73.9781845}"
