,link,address,price,minimun_rent_range,movein,moveout,bedroom,bathroom,furnishied,amenity,listingtype,postedby,kind,renew,broker,borough1,borough2,coordinates
6700,https://www.leasebreak.com/short-term-rental-details/151685/226-west-79th-street,"226 West 79th Street, 2-FF",2500,12 MONTH MIN,Immediate,"Jul 03, 2020",1,1,Unfurnished Only,"['Elevator', 'High-rise']",Standard 12 Month Rental,Agent/Broker [Citi Habitats],,Condo,Probably. Please confirm.,Upper West Side, Manhattan,"{'lat': 40.7834138, 'lng': -73.9795544}"
6701,https://www.leasebreak.com/short-term-rental-details/153224/167-east-33rd-street,"167 East 33rd Street, 3C",2500,12 MONTH MIN,"Aug 01, 2019","Jul 31, 2020",Studio,1,Unfurnished Only,['Walk-up'],Standard 12 Month Rental,Agent/Broker [Bond New York],"William D. Moye, (917) 705-XXXXClick to view",,Rental building,Murray Hill / Kips Bay, Manhattan,"{'lat': 40.7454124, 'lng': -73.97900320000001}"
6702,https://www.leasebreak.com/short-term-rental-details/150412/233-lenox-avenue,"233 Lenox Avenue, 3",2500,12 MONTH MIN,Immediate,"Jul 03, 2020",1,1,Unfurnished Only,['Walk-up'],Standard 12 Month Rental,Agent/Broker [Compass],"Christine Barranca, (917) 848-XXXXClick to view","Ella Desosa-butler, (917) 455-XXXXClick to view",800,Morningside Heights, Manhattan,"{'lat': 40.8057487, 'lng': -73.9474055}"
6703,https://www.leasebreak.com/short-term-rental-details/149151/315-west-77th-street,"315 West 77th Street, 1C",2500,3 MONTH MIN,Immediate,"Oct 03, 2019",Studio,1,Furnished Only,"['Exceptional Light', 'Pet Friendly']",Sublease,Agent/Broker [The Ready Group],Rental building,Yes,The poster of this listing is charging a brokerage fee.,Upper West Side, Manhattan,"{'lat': 40.78352900000001, 'lng': -73.982709}"
6704,https://www.leasebreak.com/short-term-rental-details/149407/54-east-broadway,"54 East Broadway, 5",2500,12 MONTH MIN,Immediate,"Jul 03, 2020",2,1,Unfurnished Only,['Walk-up'],Standard 12 Month Rental,Agent/Broker [Douglas Elliman],,Condop,Probably. Please confirm.,Little Italy / Chinatown, Manhattan,"{'lat': 40.7138511, 'lng': -73.99551919999999}"
6705,https://www.leasebreak.com/short-term-rental-details/149672/36-west-76th-street,"36 West 76th Street, 4-A",2500,12 MONTH MIN,Immediate,"Jul 03, 2020",1,1,Unfurnished Only,['Walk-up'],Standard 12 Month Rental,Agent/Broker [Citi Habitats],,Townhouse/house,Probably. Please confirm.,Upper West Side, Manhattan,"{'lat': 40.7793441, 'lng': -73.97590919999999}"
6706,https://www.leasebreak.com/short-term-rental-details/153512/440-west-41st-street,"440 West 41st Street, 10-A",2500,1 MONTH MIN,Immediate,"Aug 02, 2019",Studio,1,Furnished Only,"['Pet Friendly', 'Elevator', 'High-rise']",Short Term Rental,Agent/Broker [Citi Habitats],,Rental building,Probably. Please confirm.,Midtown West, Manhattan,"{'lat': 40.7583093, 'lng': -73.9947798}"
6707,https://www.leasebreak.com/short-term-rental-details/146601/326-columbus-avenue,"326 Columbus Avenue, 2-I",2500,12 MONTH MIN,"Aug 05, 2019","Aug 04, 2020",1,1,Unfurnished Only,"['Elevator', 'High-rise']",Standard 12 Month Rental,Agent/Broker [Citi Habitats],550,,Condo,Upper West Side, Manhattan,"{'lat': 40.7797456, 'lng': -73.9773223}"
6708,https://www.leasebreak.com/short-term-rental-details/153514/201-east-89th-street,"201 East 89th Street, 3-D",2500,1 MONTH MIN,"Aug 03, 2019","Sep 02, 2019",Studio,1,Furnished Only,"['Pet Friendly', 'Elevator', 'High-rise']",Short Term Rental,Agent/Broker [Citi Habitats],,Coop,Probably. Please confirm.,Upper East Side, Manhattan,"{'lat': 40.7806676, 'lng': -73.9520362}"
6709,https://www.leasebreak.com/short-term-rental-details/151216/230-riverside-drive,"230 Riverside Drive, 17M",2500,12 MONTH MIN,"Aug 01, 2019","Jul 31, 2020",Studio,1,Unfurnished Only,"['Doorman', 'Elevator', 'Pet Friendly', 'Gym', 'High-rise']",Standard 12 Month Rental,Agent/Broker [Halstead],"Matthew Maycock, (212) 381-XXXXClick to view",,Condo,Upper West Side, Manhattan,"{'lat': 40.7954592, 'lng': -73.9753123}"
6710,https://www.leasebreak.com/short-term-rental-details/153019/558-west-151st-street,"558 West 151st Street, 1E",2500,13 MONTH MIN,Immediate,"Aug 02, 2020",2,1,Unfurnished Only,"['Washer / Dryer', 'Walk-up']",Standard 12 Month Rental,Agent/Broker [Skyward Steel],,Rental building,Probably. Please confirm.,West Harlem, Manhattan,"{'lat': 40.8297965, 'lng': -73.9470266}"
6711,https://www.leasebreak.com/short-term-rental-details/121277/237-sullivan-street,"237 Sullivan Street, 1-F",2500,12 MONTH MIN,Immediate,"Jul 02, 2020",Studio,1,Furnished Only,"['Pet Friendly', 'Elevator', 'High-rise']",Standard 12 Month Rental,Agent/Broker [Citi Habitats],,Condo,Probably. Please confirm.,Greenwich Village / Noho, Manhattan,"{'lat': 40.72983019999999, 'lng': -73.9993702}"
6712,https://www.leasebreak.com/short-term-rental-details/123839/87-christopher-street,"87 Christopher Street, 6",2500,12.5 MONTH MIN,Immediate,"Jul 18, 2020",1,1,Any,['Renovated'],Standard 12 Month Rental,Agent/Broker [Oxford Property Group],Rental building,Yes,The poster of this listing is NOT charging a brokerage fee.,West Village / Meatpacking District, Manhattan,"{'lat': 40.7336163, 'lng': -74.00396119999999}"
6713,https://www.leasebreak.com/short-term-rental-details/142784/26-cornelia-street,"26 Cornelia Street, 11",2500,8 MONTH MIN,Immediate,"Mar 04, 2020",Studio,1,Furnished Only,['Walk-up'],Short Term Rental,Agent/Broker [Halstead Property],,Coop,Probably. Please confirm.,Greenwich Village / Noho, Manhattan,"{'lat': 40.7312389, 'lng': -74.0021707}"
6714,https://www.leasebreak.com/short-term-rental-details/147392/150-manhattan-avenue,"150 Manhattan Avenue, 4B",2500,12 MONTH MIN,Immediate,"Jul 03, 2020",2,1,Furnished Only,['Walk-up'],Standard 12 Month Rental,Agent/Broker [GPS Realty Group],,Rental building,Probably. Please confirm.,Upper West Side, Manhattan,"{'lat': 40.7990533, 'lng': -73.9609863}"
6715,https://www.leasebreak.com/short-term-rental-details/149701/250-east-40th-street,"250 East 40th Street, 3C",2500,12 MONTH MIN,Immediate,"Jul 03, 2020",Studio,1,Unfurnished Only,"['Doorman', 'Elevator', 'Pet Friendly', 'Gym', 'High-rise']",Standard 12 Month Rental,Agent/Broker [Brown Harris Stevens],,Condo,Probably. Please confirm.,Midtown East, Manhattan,"{'lat': 40.7484906, 'lng': -73.9736434}"
6716,https://www.leasebreak.com/short-term-rental-details/138951/244-madison-avenue,"244 Madison Avenue, 8C",2500,12 MONTH MIN,Immediate,"Jul 03, 2020",Studio,1,Unfurnished Only,"['Doorman', 'Elevator', 'Pet Friendly', 'High-rise']",Standard 12 Month Rental,Agent/Broker [Corcoran Group],600,,Coop,Murray Hill / Kips Bay, Manhattan,"{'lat': 40.7501278, 'lng': -73.9814707}"
6717,https://www.leasebreak.com/short-term-rental-details/153801/536-west-175th-street,"536 West 175th Street, TOWNHOUSE",2500,12 MONTH MIN,Immediate,"Jul 03, 2020",3,1,Unfurnished Only,['Walk-up'],Standard 12 Month Rental,Agent/Broker [Halstead],,Condo,Probably. Please confirm.,Washington Heights, Manhattan,"{'lat': 40.844563, 'lng': -73.935176}"
