,link,address,price,minimun_rent_range,movein,moveout,bedroom,bathroom,furnishied,amenity,listingtype,postedby,kind,renew,broker,borough1,borough2,coordinates
6500,https://www.leasebreak.com/short-term-rental-details/154672/315-west-77th-street,"315 West 77th Street, 4A",2675,2 MONTH MIN,Immediate,"Aug 31, 2019",1,1,Furnished Only,"['Exceptional Light', 'Private Outdoor Space']",Sublease,Agent/Broker [The Ready Group],Townhouse/house,Yes,The poster of this listing is NOT charging a brokerage fee.,Upper West Side, Manhattan,"{'lat': 40.78352900000001, 'lng': -73.982709}"
6501,https://www.leasebreak.com/short-term-rental-details/150924/330-east-119th-street,"330 East 119th Street, 6-B",2675,12 MONTH MIN,Immediate,"Jul 02, 2020",1,1,Unfurnished Only,"['Private Outdoor Space', 'Washer / Dryer', 'Pet Friendly', 'Elevator']",Standard 12 Month Rental,Agent/Broker [Compass],745,,Condo,East Harlem, Manhattan,"{'lat': 40.7982854, 'lng': -73.9352703}"
6502,https://www.leasebreak.com/short-term-rental-details/150941/113-west-113th-street,"113 West 113th Street, 1A",2675,12 MONTH MIN,Immediate,"Jul 03, 2020",2,1,Unfurnished Only,"['Washer / Dryer', 'Walk-up']",Standard 12 Month Rental,Agent/Broker [Bohemia Realty Group],,Rental building,Probably. Please confirm.,West Harlem, Manhattan,"{'lat': 40.800667, 'lng': -73.9518609}"
6503,https://www.leasebreak.com/short-term-rental-details/154867/166-east-35th-street,"166 East 35th Street, 6F",2675,12 MONTH MIN,Immediate,"Jul 02, 2020",Studio,1,Unfurnished Only,"['Doorman', 'Elevator', 'Pet Friendly']",Standard 12 Month Rental,Agent/Broker [Corcoran Group],"Trisha Lawton, (212) 941-XXXXClick to view",425,,Murray Hill / Kips Bay, Manhattan,"{'lat': 40.746334, 'lng': -73.97804320000002}"
6504,https://www.leasebreak.com/short-term-rental-details/144435/166-west-75th-street,"166 West 75th Street, 1605",2672,13 MONTH MIN,Immediate,"Aug 02, 2020",1,1,Unfurnished Only,"['Elevator', 'Doorman', 'High-rise']",Standard 12 Month Rental,Agent/Broker [Citi Habitats],384,,Condo,Upper West Side, Manhattan,"{'lat': 40.7803197, 'lng': -73.9799267}"
6505,https://www.leasebreak.com/short-term-rental-details/152232/121-west-88th-street,"121 West 88th Street, 4-F",2665,12 MONTH MIN,"Aug 01, 2019","Jul 31, 2020",1,1,Unfurnished Only,"['Washer / Dryer', 'Walk-up']",Standard 12 Month Rental,Agent/Broker [[Castle Avenue] Rutenberg],,Townhouse/house,Probably. Please confirm.,Upper West Side, Manhattan,"{'lat': 40.78838340000001, 'lng': -73.9721327}"
6506,https://www.leasebreak.com/short-term-rental-details/143529/526-west-173rd-street,"526 West 173rd Street, 12",2660,12 MONTH MIN,Immediate,"Jul 02, 2020",3,1,Unfurnished Only,"['Washer / Dryer', 'Pet Friendly', 'Walk-up']",Standard 12 Month Rental,Agent/Broker [Compass],,Rental building,Probably. Please confirm.,Washington Heights, Manhattan,"{'lat': 40.8431548, 'lng': -73.93577549999999}"
6507,https://www.leasebreak.com/short-term-rental-details/141532/350-lenox-avenue,"350 Lenox Avenue, 1-R",2660,12 MONTH MIN,Immediate,"Jul 02, 2020",2,1,Unfurnished Only,"['Washer / Dryer', 'Pet Friendly', 'Walk-up']",Standard 12 Month Rental,Agent/Broker [Compass],,Rental building,Probably. Please confirm.,West Harlem, Manhattan,"{'lat': 40.809297, 'lng': -73.94385299999999}"
6508,https://www.leasebreak.com/short-term-rental-details/154434/222-east-27th-street,"222 East 27th Street, 20",2658,12 MONTH MIN,Immediate,"Jul 02, 2020",1,1,Unfurnished Only,['Walk-up'],Standard 12 Month Rental,Agent/Broker [Citi Habitats],"Liran Dassa, (212) 683-XXXXClick to view",,Rental building,Murray Hill / Kips Bay, Manhattan,"{'lat': 40.740688, 'lng': -73.980352}"
6509,https://www.leasebreak.com/short-term-rental-details/69746/309-west-30th-street,"309 West 30th Street, 5-A",2658,12 MONTH MIN,Immediate,"Jul 01, 2020",Studio,1,Unfurnished Only,"['Pet Friendly', 'Elevator']",Standard 12 Month Rental,Agent/Broker [MNS],"David Kahn, (646) 246-XXXXClick to view",,Rental building,Chelsea / Hudson Yards, Manhattan,"{'lat': 40.7501967, 'lng': -73.99588609999999}"
6510,https://www.leasebreak.com/short-term-rental-details/151723/65-west-106th-street,"65 West 106th Street, 5E",2653,12 MONTH MIN,"Aug 01, 2019","Jul 31, 2020",1,1,Unfurnished Only,"['Pet Friendly', 'Elevator']",Standard 12 Month Rental,Agent/Broker [Living New York],,Rental building,Probably. Please confirm.,Upper West Side, Manhattan,"{'lat': 40.7992451, 'lng': -73.9621557}"
6511,https://www.leasebreak.com/short-term-rental-details/148473/65-west-106th-street,"65 West 106th Street, 5A",2653,12 MONTH MIN,"Aug 01, 2019","Jul 31, 2020",1,1,Unfurnished Only,"['Pet Friendly', 'Elevator']",Standard 12 Month Rental,Agent/Broker [Living New York],,Rental building,Probably. Please confirm.,Upper West Side, Manhattan,"{'lat': 40.7992451, 'lng': -73.9621557}"
